interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0004053,CUST000406,Wipro Tech Enterprises,2024-12-30,Web Portal,Payment Confirmation,Verified payment receipt for invoice,Customer,Rajesh Mishra,REP000029,INV0004052,Pending,
INT0004061,CUST000407,Mahindra Tech Enterprises,2024-11-24,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Amit Mishra,REP000022,INV0004061,Follow-up Required,
INT0004062,CUST000407,Mahindra Tech Enterprises,2025-01-15,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Gupta,REP000015,INV0004061,Resolved,
INT0004063,CUST000407,Mahindra Tech Enterprises,2025-02-08,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Company,Rajesh Gupta,REP000009,INV0004061,Pending,
INT0004071,CUST000408,Birla Tech Enterprises,2024-11-05,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Joshi,REP000041,INV0004073,Follow-up Required,
INT0004072,CUST000408,Birla Tech Enterprises,2025-03-25,Call,Payment Confirmation,Verified payment receipt for invoice,Company,Rahul Gupta,REP000006,INV0004075,Resolved,
INT0004073,CUST000408,Birla Tech Enterprises,2024-12-05,Chat,Account Review,Negotiated new payment terms,Company,Vijay Mishra,REP000023,,Pending,
INT0004081,CUST000409,Adani Tech Enterprises,2025-01-21,Meeting,Collection Call,Customer disputed invoice amount,Company,Anita Gupta,REP000016,INV0004086,Follow-up Required,
INT0004082,CUST000409,Adani Tech Enterprises,2025-04-12,Email,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Joshi,REP000048,INV0004082,Resolved,
INT0004083,CUST000409,Adani Tech Enterprises,2024-12-19,Email,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Joshi,REP000049,INV0004082,Pending,
INT0004084,CUST000409,Adani Tech Enterprises,2024-10-05,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Priya Mishra,REP000031,INV0004082,Follow-up Required,
INT0004085,CUST000409,Adani Tech Enterprises,2025-02-20,Site Visit,General Inquiry,Addressed questions about online portal access,Company,Sunita Gupta,REP000015,,Resolved,
INT0004091,CUST000410,JSW Tech Enterprises,2025-01-16,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Anil Gupta,REP000005,INV0004092,Follow-up Required,
INT0004092,CUST000410,JSW Tech Enterprises,2024-11-20,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Gupta,REP000007,INV0004097,Resolved,
INT0004093,CUST000410,JSW Tech Enterprises,2024-10-15,Video Call,General Inquiry,Addressed questions about online portal access,Customer,Ashok Gupta,REP000010,,Pending,
INT0004094,CUST000410,JSW Tech Enterprises,2024-10-19,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Ashok Mishra,REP000030,INV0004097,Follow-up Required,
INT0004095,CUST000410,JSW Tech Enterprises,2024-10-03,Call,Collection Call,Explained late payment fees and implications,Company,Rahul Mishra,REP000026,INV0004092,Resolved,
INT0004096,CUST000410,JSW Tech Enterprises,2025-01-16,Video Call,Collection Call,Customer promised payment by next week,Company,Meena Gupta,REP000017,INV0004092,Pending,
INT0004101,CUST000411,Godrej Tech Enterprises,2024-11-22,Video Call,Payment Confirmation,Received confirmation of payment transfer,Company,Sunil Mishra,REP000024,INV0004102,Follow-up Required,
INT0004102,CUST000411,Godrej Tech Enterprises,2024-11-16,Chat,Collection Call,Discussed payment of overdue invoices,Company,Ashok Mishra,REP000030,INV0004105,Resolved,
INT0004103,CUST000411,Godrej Tech Enterprises,2024-11-09,Meeting,Dispute Resolution,Customer reported incorrect billing,Company,Sunil Gupta,REP000004,INV0004102,Pending,
INT0004111,CUST000412,L&T Tech Enterprises,2025-02-28,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Shalini Mishra,REP000039,INV0004118,Follow-up Required,
INT0004112,CUST000412,L&T Tech Enterprises,2024-12-25,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunil Joshi,REP000044,INV0004118,Resolved,
INT0004113,CUST000412,L&T Tech Enterprises,2024-12-24,Email,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Mishra,REP000028,INV0004118,Pending,
INT0004114,CUST000412,L&T Tech Enterprises,2024-10-05,Chat,Collection Call,Customer disputed invoice amount,Company,Shalini Mishra,REP000039,INV0004118,Follow-up Required,
INT0004121,CUST000413,ICICI Tech Enterprises,2024-10-19,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Pooja Gupta,REP000013,INV0004124,Follow-up Required,
INT0004122,CUST000413,ICICI Tech Enterprises,2024-11-08,Site Visit,Dispute Resolution,Resolved shipping discrepancy,Company,Sunita Gupta,REP000015,INV0004124,Resolved,
INT0004123,CUST000413,ICICI Tech Enterprises,2024-10-15,Chat,Collection Call,Explained late payment fees and implications,Company,Anil Gupta,REP000005,INV0004122,Pending,
INT0004124,CUST000413,ICICI Tech Enterprises,2024-10-13,Email,Payment Confirmation,Confirmed check has been processed,Company,Rani Mishra,REP000034,INV0004125,Follow-up Required,
INT0004125,CUST000413,ICICI Tech Enterprises,2025-01-08,Chat,Dispute Resolution,Clarified invoice line items,Company,Ashok Mishra,REP000030,INV0004124,Resolved,
INT0004126,CUST000413,ICICI Tech Enterprises,2025-01-03,Video Call,Account Review,Reviewed credit limit and payment history,Company,Raj Joshi,REP000041,,Pending,
INT0004127,CUST000413,ICICI Tech Enterprises,2025-01-14,Chat,Collection Call,Explained late payment fees and implications,Company,Sunita Mishra,REP000035,INV0004121,Follow-up Required,
INT0004131,CUST000414,SBI Tech Enterprises,2024-10-18,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Gupta,REP000009,INV0004132,Follow-up Required,
INT0004132,CUST000414,SBI Tech Enterprises,2025-03-21,Email,Collection Call,Customer promised payment by next week,Company,Sunil Joshi,REP000044,INV0004132,Resolved,
INT0004133,CUST000414,SBI Tech Enterprises,2024-12-18,Chat,Dispute Resolution,Processing refund for returned items,Company,Amit Mishra,REP000022,INV0004133,Pending,
INT0004141,CUST000415,TCS Tech Enterprises,2024-12-23,Call,Collection Call,Left voicemail regarding overdue payment,Company,Amit Joshi,REP000042,INV0004141,Follow-up Required,
INT0004142,CUST000415,TCS Tech Enterprises,2024-10-17,Chat,General Inquiry,Responded to statement request,Company,Priya Gupta,REP000011,,Resolved,
INT0004143,CUST000415,TCS Tech Enterprises,2025-01-06,Video Call,Account Review,Quarterly account review meeting,Company,Anita Gupta,REP000016,,Pending,
INT0004144,CUST000415,TCS Tech Enterprises,2024-10-26,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Rajesh Joshi,REP000049,INV0004141,Follow-up Required,
INT0004145,CUST000415,TCS Tech Enterprises,2025-01-08,Web Portal,Payment Confirmation,Updated records with new payment details,Customer,Amit Joshi,REP000042,INV0004142,Resolved,
INT0004151,CUST000416,Bajaj Tech Enterprises,2025-02-18,Chat,Collection Call,Escalated to manager due to payment delays,Company,Rani Gupta,REP000014,INV0004153,Follow-up Required,
INT0004152,CUST000416,Bajaj Tech Enterprises,2024-12-07,Meeting,General Inquiry,Shared payment history report,Customer,Sanjay Joshi,REP000047,,Resolved,
INT0004153,CUST000416,Bajaj Tech Enterprises,2025-01-20,Site Visit,General Inquiry,Shared payment history report,Company,Raj Joshi,REP000041,,Pending,
INT0004154,CUST000416,Bajaj Tech Enterprises,2024-10-07,Site Visit,Collection Call,Explained late payment fees and implications,Company,Ashok Gupta,REP000010,INV0004153,Follow-up Required,
INT0004155,CUST000416,Bajaj Tech Enterprises,2025-02-13,Meeting,General Inquiry,Explained invoice details,Customer,Raj Gupta,REP000001,,Resolved,
INT0004161,CUST000417,HCL Tech Enterprises,2024-11-17,Chat,Dispute Resolution,Customer reported incorrect billing,Company,Rani Gupta,REP000014,INV0004161,Follow-up Required,
INT0004162,CUST000417,HCL Tech Enterprises,2025-01-09,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Pooja Mishra,REP000033,INV0004161,Resolved,
INT0004163,CUST000417,HCL Tech Enterprises,2025-04-09,Web Portal,General Inquiry,Answered questions about payment methods,Company,Vijay Joshi,REP000043,,Pending,
INT0004164,CUST000417,HCL Tech Enterprises,2025-01-14,Chat,Collection Call,Customer disputed invoice amount,Company,Sunita Mishra,REP000035,INV0004163,Follow-up Required,
INT0004165,CUST000417,HCL Tech Enterprises,2025-01-25,Meeting,Collection Call,Explained late payment fees and implications,Company,Anil Joshi,REP000045,INV0004163,Resolved,
INT0004166,CUST000417,HCL Tech Enterprises,2025-01-17,Site Visit,Payment Confirmation,Verified payment receipt for invoice,Company,Sanjay Mishra,REP000027,INV0004163,Pending,
INT0004167,CUST000417,HCL Tech Enterprises,2024-11-17,Video Call,Collection Call,Explained late payment fees and implications,Company,Rahul Gupta,REP000006,INV0004161,Follow-up Required,
INT0004168,CUST000417,HCL Tech Enterprises,2025-03-26,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Neha Gupta,REP000012,INV0004161,Resolved,
INT0004169,CUST000417,HCL Tech Enterprises,2024-11-29,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Mishra,REP000023,INV0004162,Pending,
INT0004171,CUST000418,Hindustan Tech Enterprises,2024-11-06,Site Visit,Collection Call,Customer disputed invoice amount,Company,Priya Mishra,REP000031,INV0004171,Follow-up Required,
INT0004172,CUST000418,Hindustan Tech Enterprises,2024-10-25,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Geeta Mishra,REP000040,INV0004176,Resolved,
INT0004173,CUST000418,Hindustan Tech Enterprises,2025-03-17,Site Visit,Payment Confirmation,Updated records with new payment details,Customer,Kavita Mishra,REP000038,INV0004176,Pending,
INT0004174,CUST000418,Hindustan Tech Enterprises,2024-11-12,Meeting,Account Review,Reviewed credit limit and payment history,Company,Rani Gupta,REP000014,,Follow-up Required,
INT0004175,CUST000418,Hindustan Tech Enterprises,2025-01-10,Video Call,General Inquiry,Answered questions about payment methods,Company,Rajesh Joshi,REP000049,,Resolved,
INT0004181,CUST000419,Indian Tech Enterprises,2025-01-23,Call,Collection Call,Customer disputed invoice amount,Company,Sanjay Gupta,REP000007,INV0004181,Follow-up Required,
INT0004182,CUST000419,Indian Tech Enterprises,2024-10-10,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Shalini Mishra,REP000039,INV0004182,Resolved,
INT0004183,CUST000419,Indian Tech Enterprises,2024-10-17,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Mishra,REP000030,INV0004181,Pending,
INT0004184,CUST000419,Indian Tech Enterprises,2024-10-29,Meeting,Collection Call,Explained late payment fees and implications,Company,Priya Mishra,REP000031,INV0004183,Follow-up Required,
INT0004185,CUST000419,Indian Tech Enterprises,2024-11-17,Chat,Collection Call,Escalated to manager due to payment delays,Company,Neha Mishra,REP000032,INV0004181,Resolved,
INT0004186,CUST000419,Indian Tech Enterprises,2024-11-15,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0004181,Pending,
INT0004187,CUST000419,Indian Tech Enterprises,2025-01-29,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Meena Mishra,REP000037,INV0004181,Follow-up Required,
INT0004188,CUST000419,Indian Tech Enterprises,2025-02-10,Email,Collection Call,Discussed payment of overdue invoices,Company,Ashok Mishra,REP000030,INV0004181,Resolved,
INT0004191,CUST000420,Tech Tech Enterprises,2024-12-02,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Anita Gupta,REP000016,INV0004193,Follow-up Required,
INT0004192,CUST000420,Tech Tech Enterprises,2024-12-02,Video Call,Collection Call,Customer promised payment by next week,Company,Kavita Gupta,REP000018,INV0004193,Resolved,
INT0004193,CUST000420,Tech Tech Enterprises,2024-10-06,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Customer,Shalini Gupta,REP000019,INV0004191,Pending,
INT0004194,CUST000420,Tech Tech Enterprises,2024-10-31,Email,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Mishra,REP000033,INV0004196,Follow-up Required,
INT0004195,CUST000420,Tech Tech Enterprises,2025-02-10,Chat,Account Review,Quarterly account review meeting,Company,Amit Joshi,REP000042,,Resolved,
INT0004196,CUST000420,Tech Tech Enterprises,2025-03-16,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Amit Joshi,REP000042,INV0004196,Pending,
INT0004201,CUST000421,Tata Info Enterprises,2025-02-23,Meeting,Account Review,Quarterly account review meeting,Company,Anil Mishra,REP000025,,Follow-up Required,
INT0004202,CUST000421,Tata Info Enterprises,2025-02-01,Web Portal,General Inquiry,Explained invoice details,Company,Vijay Gupta,REP000003,,Resolved,
INT0004203,CUST000421,Tata Info Enterprises,2025-01-02,Chat,General Inquiry,Provided account balance information,Company,Rajesh Gupta,REP000009,,Pending,
INT0004211,CUST000422,Reliance Info Enterprises,2024-10-17,Call,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Mishra,REP000026,INV0004211,Follow-up Required,
INT0004212,CUST000422,Reliance Info Enterprises,2025-03-07,Web Portal,Payment Confirmation,Received confirmation of payment transfer,Company,Sunita Mishra,REP000035,INV0004216,Resolved,
INT0004213,CUST000422,Reliance Info Enterprises,2025-02-04,Chat,Collection Call,Explained late payment fees and implications,Company,Anita Mishra,REP000036,INV0004211,Pending,
INT0004214,CUST000422,Reliance Info Enterprises,2024-11-13,Web Portal,Dispute Resolution,Processing refund for returned items,Customer,Rajesh Mishra,REP000029,INV0004214,Follow-up Required,
INT0004221,CUST000423,Infosys Info Enterprises,2024-10-12,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Vijay Mishra,REP000023,INV0004223,Follow-up Required,
INT0004222,CUST000423,Infosys Info Enterprises,2025-01-02,Meeting,Collection Call,Explained late payment fees and implications,Company,Neha Mishra,REP000032,INV0004223,Resolved,
INT0004223,CUST000423,Infosys Info Enterprises,2025-02-20,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunita Gupta,REP000015,INV0004223,Pending,
INT0004224,CUST000423,Infosys Info Enterprises,2024-10-17,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Rani Mishra,REP000034,INV0004223,Follow-up Required,
INT0004231,CUST000424,Bharti Info Enterprises,2025-01-10,Email,General Inquiry,Explained invoice details,Company,Sanjay Joshi,REP000047,,Follow-up Required,
INT0004232,CUST000424,Bharti Info Enterprises,2025-01-06,Chat,Dispute Resolution,Resolved shipping discrepancy,Customer,Sanjay Joshi,REP000047,INV0004232,Resolved,
INT0004233,CUST000424,Bharti Info Enterprises,2025-02-28,Video Call,General Inquiry,Shared payment history report,Company,Kavita Gupta,REP000018,,Pending,
INT0004241,CUST000425,HDFC Info Enterprises,2025-02-09,Video Call,General Inquiry,Addressed questions about online portal access,Company,Rajesh Joshi,REP000049,,Follow-up Required,
INT0004251,CUST000426,Wipro Info Enterprises,2025-03-06,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Sanjay Mishra,REP000027,INV0004253,Follow-up Required,
INT0004252,CUST000426,Wipro Info Enterprises,2025-03-09,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Anil Gupta,REP000005,INV0004253,Resolved,
INT0004253,CUST000426,Wipro Info Enterprises,2024-11-26,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Ashok Mishra,REP000030,INV0004253,Pending,
INT0004261,CUST000427,Mahindra Info Enterprises,2025-02-27,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Priya Mishra,REP000031,INV0004261,Follow-up Required,
INT0004262,CUST000427,Mahindra Info Enterprises,2024-12-03,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Joshi,REP000044,INV0004261,Resolved,
INT0004263,CUST000427,Mahindra Info Enterprises,2025-02-26,Email,Collection Call,Explained late payment fees and implications,Company,Rani Mishra,REP000034,INV0004261,Pending,
INT0004264,CUST000427,Mahindra Info Enterprises,2025-03-30,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Joshi,REP000047,INV0004261,Follow-up Required,
INT0004265,CUST000427,Mahindra Info Enterprises,2025-02-28,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Amit Gupta,REP000002,INV0004264,Resolved,
INT0004271,CUST000428,Birla Info Enterprises,2025-01-30,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Geeta Mishra,REP000040,INV0004273,Follow-up Required,
INT0004272,CUST000428,Birla Info Enterprises,2024-11-25,Video Call,Collection Call,Explained late payment fees and implications,Company,Rani Mishra,REP000034,INV0004275,Resolved,
INT0004273,CUST000428,Birla Info Enterprises,2025-01-21,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Anil Joshi,REP000045,INV0004273,Pending,
INT0004274,CUST000428,Birla Info Enterprises,2024-12-03,Video Call,Collection Call,Explained late payment fees and implications,Company,Rajesh Gupta,REP000009,INV0004275,Follow-up Required,
INT0004275,CUST000428,Birla Info Enterprises,2024-11-05,Email,Collection Call,Customer disputed invoice amount,Company,Amit Mishra,REP000022,INV0004273,Resolved,
INT0004276,CUST000428,Birla Info Enterprises,2025-02-28,Video Call,Collection Call,Customer disputed invoice amount,Company,Sanjay Mishra,REP000027,INV0004275,Pending,
INT0004277,CUST000428,Birla Info Enterprises,2024-12-25,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Gupta,REP000003,INV0004274,Follow-up Required,
INT0004281,CUST000429,Adani Info Enterprises,2024-12-13,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Anita Mishra,REP000036,INV0004282,Follow-up Required,
INT0004282,CUST000429,Adani Info Enterprises,2024-11-10,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Gupta,REP000010,INV0004288,Resolved,
INT0004283,CUST000429,Adani Info Enterprises,2025-02-18,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Joshi,REP000047,INV0004285,Pending,
INT0004284,CUST000429,Adani Info Enterprises,2024-12-27,Call,Dispute Resolution,Customer reported incorrect billing,Customer,Vijay Joshi,REP000043,INV0004285,Follow-up Required,
INT0004285,CUST000429,Adani Info Enterprises,2024-10-06,Email,Payment Confirmation,Updated records with new payment details,Company,Sanjay Mishra,REP000027,INV0004284,Resolved,
INT0004286,CUST000429,Adani Info Enterprises,2025-01-19,Email,Dispute Resolution,Discussed quality issues with recent shipment,Customer,Rahul Mishra,REP000026,INV0004282,Pending,
INT0004287,CUST000429,Adani Info Enterprises,2025-03-13,Email,Collection Call,Left voicemail regarding overdue payment,Company,Raj Mishra,REP000021,INV0004288,Follow-up Required,
INT0004288,CUST000429,Adani Info Enterprises,2024-12-29,Meeting,Collection Call,Explained late payment fees and implications,Company,Rahul Gupta,REP000006,INV0004282,Resolved,
INT0004289,CUST000429,Adani Info Enterprises,2025-04-11,Site Visit,Account Review,Reviewed credit limit and payment history,Company,Amit Joshi,REP000042,,Pending,
INT0004290,CUST000429,Adani Info Enterprises,2024-11-20,Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0004282,Follow-up Required,
INT0004291,CUST000429,Adani Info Enterprises,2024-11-20,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Neha Gupta,REP000012,INV0004283,Resolved,
INT0004291,CUST000430,JSW Info Enterprises,2024-11-19,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Kavita Mishra,REP000038,INV0004292,Follow-up Required,
INT0004292,CUST000430,JSW Info Enterprises,2024-10-07,Email,Collection Call,Explained late payment fees and implications,Company,Sanjay Mishra,REP000027,INV0004292,Resolved,
INT0004293,CUST000430,JSW Info Enterprises,2024-10-30,Chat,Collection Call,Customer promised payment by next week,Company,Anil Joshi,REP000045,INV0004292,Pending,
INT0004301,CUST000431,Godrej Info Enterprises,2025-01-28,Meeting,Dispute Resolution,Clarified invoice line items,Company,Sanjay Gupta,REP000007,INV0004305,Follow-up Required,
INT0004302,CUST000431,Godrej Info Enterprises,2024-11-09,Web Portal,Collection Call,Customer promised payment by next week,Company,Raj Gupta,REP000001,INV0004304,Resolved,
INT0004303,CUST000431,Godrej Info Enterprises,2024-10-11,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Neha Mishra,REP000032,INV0004304,Pending,
INT0004311,CUST000432,L&T Info Enterprises,2024-12-26,Call,Collection Call,Customer disputed invoice amount,Company,Rahul Joshi,REP000046,INV0004312,Follow-up Required,
INT0004312,CUST000432,L&T Info Enterprises,2025-04-16,Chat,Collection Call,Escalated to manager due to payment delays,Company,Priya Gupta,REP000011,INV0004316,Resolved,
INT0004313,CUST000432,L&T Info Enterprises,2025-04-13,Email,Account Review,Addressed concerns about recent shipments,Company,Anil Mishra,REP000025,,Pending,
INT0004314,CUST000432,L&T Info Enterprises,2024-10-13,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Neha Mishra,REP000032,INV0004311,Follow-up Required,
INT0004315,CUST000432,L&T Info Enterprises,2025-02-25,Meeting,Account Review,Reviewed credit limit and payment history,Company,Shalini Mishra,REP000039,,Resolved,
INT0004316,CUST000432,L&T Info Enterprises,2024-10-19,Video Call,Payment Confirmation,Confirmed check has been processed,Customer,Sunil Gupta,REP000004,INV0004311,Pending,
INT0004317,CUST000432,L&T Info Enterprises,2025-01-20,Call,Dispute Resolution,Resolved shipping discrepancy,Company,Rani Gupta,REP000014,INV0004311,Follow-up Required,
INT0004321,CUST000433,ICICI Info Enterprises,2024-11-05,Video Call,Account Review,Discussed upcoming orders and payment terms,Company,Priya Mishra,REP000031,,Follow-up Required,
INT0004322,CUST000433,ICICI Info Enterprises,2025-03-15,Chat,General Inquiry,Shared payment history report,Customer,Pooja Mishra,REP000033,,Resolved,
INT0004323,CUST000433,ICICI Info Enterprises,2025-02-14,Web Portal,Account Review,Negotiated new payment terms,Company,Ashok Gupta,REP000010,,Pending,
INT0004331,CUST000434,SBI Info Enterprises,2025-04-03,Call,General Inquiry,Addressed questions about online portal access,Company,Ashok Gupta,REP000010,,Follow-up Required,
INT0004332,CUST000434,SBI Info Enterprises,2024-12-31,Call,General Inquiry,Shared payment history report,Company,Priya Gupta,REP000011,,Resolved,
INT0004333,CUST000434,SBI Info Enterprises,2024-11-04,Site Visit,Payment Confirmation,Confirmed check has been processed,Customer,Sanjay Joshi,REP000047,INV0004331,Pending,
INT0004341,CUST000435,TCS Info Enterprises,2024-10-04,Video Call,General Inquiry,Addressed questions about online portal access,Company,Amit Mishra,REP000022,,Follow-up Required,
INT0004342,CUST000435,TCS Info Enterprises,2024-10-29,Site Visit,Dispute Resolution,Customer reported incorrect billing,Customer,Raj Mishra,REP000021,INV0004341,Resolved,
INT0004351,CUST000436,Bajaj Info Enterprises,2024-12-24,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Rahul Gupta,REP000006,,Follow-up Required,
INT0004352,CUST000436,Bajaj Info Enterprises,2025-04-08,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Rahul Mishra,REP000026,INV0004356,Resolved,
INT0004353,CUST000436,Bajaj Info Enterprises,2024-12-08,Site Visit,Collection Call,Explained late payment fees and implications,Company,Rani Gupta,REP000014,INV0004356,Pending,
INT0004354,CUST000436,Bajaj Info Enterprises,2024-12-19,Chat,Account Review,Addressed concerns about recent shipments,Company,Raj Mishra,REP000021,,Follow-up Required,
INT0004355,CUST000436,Bajaj Info Enterprises,2024-12-12,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Raj Gupta,REP000001,INV0004356,Resolved,
INT0004361,CUST000437,HCL Info Enterprises,2024-12-05,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rajesh Joshi,REP000049,INV0004363,Follow-up Required,
INT0004362,CUST000437,HCL Info Enterprises,2024-11-15,Meeting,General Inquiry,Addressed questions about online portal access,Customer,Sunita Mishra,REP000035,,Resolved,
INT0004363,CUST000437,HCL Info Enterprises,2024-11-30,Email,Collection Call,Customer confirmed payment has been initiated,Company,Meena Gupta,REP000017,INV0004363,Pending,
INT0004371,CUST000438,Hindustan Info Enterprises,2025-01-09,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Geeta Mishra,REP000040,INV0004372,Follow-up Required,
INT0004372,CUST000438,Hindustan Info Enterprises,2024-10-07,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Shalini Gupta,REP000019,INV0004372,Resolved,
INT0004373,CUST000438,Hindustan Info Enterprises,2024-12-14,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Company,Anita Gupta,REP000016,INV0004371,Pending,
INT0004374,CUST000438,Hindustan Info Enterprises,2024-10-24,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Shalini Gupta,REP000019,INV0004372,Follow-up Required,
INT0004375,CUST000438,Hindustan Info Enterprises,2024-12-06,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Gupta,REP000007,INV0004372,Resolved,
INT0004381,CUST000439,Indian Info Enterprises,2024-11-27,Meeting,Collection Call,Customer promised payment by next week,Company,Priya Gupta,REP000011,INV0004383,Follow-up Required,
INT0004382,CUST000439,Indian Info Enterprises,2024-12-22,Email,Collection Call,Escalated to manager due to payment delays,Company,Rahul Joshi,REP000046,INV0004383,Resolved,
INT0004383,CUST000439,Indian Info Enterprises,2024-11-07,Video Call,Account Review,Quarterly account review meeting,Company,Raj Joshi,REP000041,,Pending,
INT0004384,CUST000439,Indian Info Enterprises,2025-02-25,Call,Collection Call,Customer disputed invoice amount,Company,Raj Joshi,REP000041,INV0004383,Follow-up Required,
INT0004385,CUST000439,Indian Info Enterprises,2025-01-08,Web Portal,Payment Confirmation,Confirmed check has been processed,Customer,Kavita Gupta,REP000018,INV0004382,Resolved,
INT0004391,CUST000440,Tech Info Enterprises,2025-01-28,Site Visit,Collection Call,Customer disputed invoice amount,Company,Rahul Mishra,REP000026,INV0004395,Follow-up Required,
INT0004392,CUST000440,Tech Info Enterprises,2025-01-19,Call,Collection Call,Customer promised payment by next week,Company,Neha Mishra,REP000032,INV0004392,Resolved,
INT0004393,CUST000440,Tech Info Enterprises,2024-10-02,Chat,Collection Call,Customer disputed invoice amount,Company,Vijay Mishra,REP000023,INV0004392,Pending,
INT0004394,CUST000440,Tech Info Enterprises,2024-10-14,Call,Collection Call,Explained late payment fees and implications,Company,Rahul Mishra,REP000026,INV0004395,Follow-up Required,
INT0004395,CUST000440,Tech Info Enterprises,2024-11-03,Meeting,Account Review,Updated customer contact information,Company,Rahul Joshi,REP000046,,Resolved,
INT0004401,CUST000441,Tata Auto Enterprises,2025-02-08,Email,Collection Call,Customer confirmed payment has been initiated,Company,Neha Mishra,REP000032,INV0004405,Follow-up Required,
INT0004402,CUST000441,Tata Auto Enterprises,2024-10-09,Call,Collection Call,Customer disputed invoice amount,Company,Anil Joshi,REP000045,INV0004403,Resolved,
INT0004403,CUST000441,Tata Auto Enterprises,2024-12-14,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Mishra,REP000030,INV0004405,Pending,
INT0004404,CUST000441,Tata Auto Enterprises,2025-04-01,Meeting,Dispute Resolution,Processing refund for returned items,Company,Raj Joshi,REP000041,INV0004403,Follow-up Required,
INT0004405,CUST000441,Tata Auto Enterprises,2025-01-13,Chat,Collection Call,Explained late payment fees and implications,Company,Vijay Mishra,REP000023,INV0004403,Resolved,
INT0004411,CUST000442,Reliance Auto Enterprises,2024-11-05,Web Portal,Payment Confirmation,Confirmed check has been processed,Company,Priya Gupta,REP000011,INV0004418,Follow-up Required,
INT0004412,CUST000442,Reliance Auto Enterprises,2024-11-30,Call,Collection Call,Explained late payment fees and implications,Company,Sanjay Joshi,REP000047,INV0004418,Resolved,
INT0004413,CUST000442,Reliance Auto Enterprises,2025-03-28,Chat,Account Review,Addressed concerns about recent shipments,Company,Sunil Mishra,REP000024,,Pending,
