customer_id,customer_name,primary_contact,email,phone,address_line1,city,state,postal_code,country,gst_number,payment_terms,credit_limit,available_credit,industry_sector,customer_category,onboarding_date,status
CUST000492,L&T Power Enterprises,Neha Verma,neha.verma@l&tpowerenterprises.com,+919742377168,97, Brigade Road,Indore,Madhya Pradesh,446275,India,23ABCDE4911ZZ,Net 30,9643249,6517426.40,Education,Medium,2024-01-25,Active
CUST000493,ICICI Power Enterprises,Pooja Verma,pooja.verma@icicipowerenterprises.com,+918321000253,38, Brigade Road,Kochi,Kerala,404670,India,32ABCDE4921ZZ,Net 30,5378227,2566307.07,Media & Entertainment,Medium,2024-08-27,Active
CUST000494,SBI Power Enterprises,Rani Verma,rani.verma@sbipowerenterprises.com,+919126072395,54, Brigade Road,Nagpur,Maharashtra,457043,India,27ABCDE4931ZZ,Net 45,4887515,2317737.81,FMCG,Medium,2019-07-10,Active
CUST000495,TCS Power Enterprises,Sunita Verma,sunita.verma@tcspowerenterprises.com,+917318880691,14, Brigade Road,Bhopal,Madhya Pradesh,422508,India,23ABCDE4941ZZ,Net 7,9926670,8710353.27,Agriculture,Medium,2018-07-07,Active
CUST000496,Bajaj Power Enterprises,Anita Verma,anita.verma@bajajpowerenterprises.com,+917018121992,94, Brigade Road,Surat,Gujarat,429179,India,24ABCDE4951ZZ,Net 30,47835231,30829980.20,Construction,Large,2021-02-17,Active
CUST000497,HCL Power Enterprises,Meena Verma,meena.verma@hclpowerenterprises.com,+919154325505,42, Brigade Road,Vadodara,Gujarat,443484,India,24ABCDE4961ZZ,Net 45,5069396,1556406.84,Manufacturing,Medium,2020-12-25,Active
CUST000498,Hindustan Power Enterprises,Kavita Verma,kavita.verma@hindustanpowerenterprises.com,+917737251733,30, Brigade Road,Coimbatore,Tamil Nadu,454275,India,33ABCDE4971ZZ,Net 30,320383,252670.72,IT Services,Small,2018-05-25,Active
CUST000499,Indian Power Enterprises,Shalini Verma,shalini.verma@indianpowerenterprises.com,+919476958255,99, Brigade Road,Visakhapatnam,Andhra Pradesh,473557,India,37ABCDE4981ZZ,Net 30,717855,494210.67,Banking & Finance,Small,2022-06-13,Active
CUST000500,Tech Power Enterprises,Geeta Verma,geeta.verma@techpowerenterprises.com,+918386027602,27, Brigade Road,Guwahati,Assam,482520,India,18ABCDE4991ZZ,Net 45,139955,69890.28,Pharmaceuticals,Small,2020-01-27,Active
CUST000501,Tata Steel Enterprises,Raj Gupta,raj.gupta@tatasteelenterprises.com,+918437558437,51, Park Street,Mumbai,Maharashtra,495385,India,27ABCDE5001ZZ,Net 30,8966894,3014958.60,Retail,Medium,2022-02-09,Active
CUST000502,Reliance Steel Enterprises,Amit Gupta,amit.gupta@reliancesteelenterprises.com,+919319054851,51, Park Street,Delhi,Delhi,494123,India,07ABCDE5011ZZ,Net 45,47060949,19880391.04,Real Estate,Large,2023-08-15,Active
CUST000503,Infosys Steel Enterprises,Vijay Gupta,vijay.gupta@infosyssteelenterprises.com,+918074912527,24, Park Street,Bangalore,Karnataka,412639,India,29ABCDE5021ZZ,Net 30,20832623,9056919.05,Telecommunications,Large,2019-09-07,Active
CUST000504,Bharti Steel Enterprises,Sunil Gupta,sunil.gupta@bhartisteelenterprises.com,+918570899680,27, Park Street,Hyderabad,Telangana,474565,India,36ABCDE5031ZZ,Net 60,8400177,3781479.77,Healthcare,Medium,2024-10-10,Active
CUST000505,HDFC Steel Enterprises,Anil Gupta,anil.gupta@hdfcsteelenterprises.com,+918191780760,77, Park Street,Chennai,Tamil Nadu,407655,India,33ABCDE5041ZZ,Net 15,1362217,590744.66,Automotive,Medium,2018-04-29,Active
CUST000506,Wipro Steel Enterprises,Rahul Gupta,rahul.gupta@wiprosteelenterprises.com,+919234540612,7, Park Street,Kolkata,West Bengal,462290,India,19ABCDE5051ZZ,Net 30,6160133,2366921.78,Energy,Medium,2022-02-12,Active
CUST000507,Mahindra Steel Enterprises,Sanjay Gupta,sanjay.gupta@mahindrasteelenterprises.com,+917308703843,21, Park Street,Pune,Maharashtra,407758,India,27ABCDE5061ZZ,Net 30,760122,288885.32,Hospitality,Small,2019-09-27,Active
CUST000508,Birla Steel Enterprises,Rakesh Gupta,rakesh.gupta@birlasteelenterprises.com,+917686389500,87, Park Street,Ahmedabad,Gujarat,460107,India,24ABCDE5071ZZ,Net 15,41311349,24350207.16,Education,Large,2022-02-24,Active
CUST000509,Adani Steel Enterprises,Rajesh Gupta,rajesh.gupta@adanisteelenterprises.com,+918336841102,53, Park Street,Jaipur,Rajasthan,424746,India,08ABCDE5081ZZ,Net 15,18714814,17946148.59,Media & Entertainment,Large,2019-01-03,Active
CUST000510,JSW Steel Enterprises,Ashok Gupta,ashok.gupta@jswsteelenterprises.com,+918951384341,1, Park Street,Lucknow,Uttar Pradesh,440491,India,09ABCDE5091ZZ,Net 15,4299859,1795145.06,FMCG,Medium,2023-11-23,Active
CUST000511,Godrej Steel Enterprises,Priya Gupta,priya.gupta@godrejsteelenterprises.com,+917124141423,58, Park Street,Chandigarh,Punjab,452654,India,03ABCDE5101ZZ,Net 45,1805495,1407540.58,Agriculture,Medium,2022-09-12,Active
CUST000512,L&T Steel Enterprises,Neha Gupta,neha.gupta@l&tsteelenterprises.com,+918378817283,39, Park Street,Indore,Madhya Pradesh,424651,India,23ABCDE5111ZZ,COD,168788,120364.12,Construction,Small,2020-12-05,Active
CUST000513,ICICI Steel Enterprises,Pooja Gupta,pooja.gupta@icicisteelenterprises.com,+919459087789,20, Park Street,Kochi,Kerala,419145,India,32ABCDE5121ZZ,Net 7,926779,834611.83,Manufacturing,Small,2020-12-09,Inactive
CUST000514,SBI Steel Enterprises,Rani Gupta,rani.gupta@sbisteelenterprises.com,+919141152865,66, Park Street,Nagpur,Maharashtra,413025,India,27ABCDE5131ZZ,Net 30,47480527,42011130.22,IT Services,Large,2023-06-12,Active
CUST000515,TCS Steel Enterprises,Sunita Gupta,sunita.gupta@tcssteelenterprises.com,+919724495783,16, Park Street,Bhopal,Madhya Pradesh,401342,India,23ABCDE5141ZZ,Net 30,805469,677398.84,Banking & Finance,Small,2024-12-06,Active
CUST000516,Bajaj Steel Enterprises,Anita Gupta,anita.gupta@bajajsteelenterprises.com,+918688569393,9, Park Street,Surat,Gujarat,488249,India,24ABCDE5151ZZ,Net 30,809432,638399.42,Pharmaceuticals,Small,2021-08-18,Active
CUST000517,HCL Steel Enterprises,Meena Gupta,meena.gupta@hclsteelenterprises.com,+917963390621,66, Park Street,Vadodara,Gujarat,424407,India,24ABCDE5161ZZ,Net 45,7324075,7049420.41,Retail,Medium,2023-04-15,Active
CUST000518,Hindustan Steel Enterprises,Kavita Gupta,kavita.gupta@hindustansteelenterprises.com,+919912635210,93, Park Street,Coimbatore,Tamil Nadu,499863,India,33ABCDE5171ZZ,Net 60,62510044,57828085.76,Real Estate,Enterprise,2021-07-01,Active
CUST000519,Indian Steel Enterprises,Shalini Gupta,shalini.gupta@indiansteelenterprises.com,+917396882065,97, Park Street,Visakhapatnam,Andhra Pradesh,412214,India,37ABCDE5181ZZ,Net 15,424697,331905.79,Telecommunications,Small,2018-07-02,Active
CUST000520,Tech Steel Enterprises,Geeta Gupta,geeta.gupta@techsteelenterprises.com,+918017900769,6, Park Street,Guwahati,Assam,444449,India,18ABCDE5191ZZ,Net 60,2489850,1411802.36,Healthcare,Medium,2019-04-22,Active
CUST000521,Tata Textiles Enterprises,Raj Mishra,raj.mishra@tatatextilesenterprises.com,+917340517888,23, Commercial Street,Mumbai,Maharashtra,471947,India,27ABCDE5201ZZ,Net 45,451939,187927.15,Automotive,Small,2024-09-11,Active
CUST000522,Reliance Textiles Enterprises,Amit Mishra,amit.mishra@reliancetextilesenterprises.com,+919263746063,56, Commercial Street,Delhi,Delhi,448290,India,07ABCDE5211ZZ,Net 30,17823453,7557090.14,Energy,Large,2020-05-16,Active
CUST000523,Infosys Textiles Enterprises,Vijay Mishra,vijay.mishra@infosystextilesenterprises.com,+918480713722,93, Commercial Street,Bangalore,Karnataka,428247,India,29ABCDE5221ZZ,Net 15,14649935,12556604.31,Hospitality,Large,2021-11-15,Active
CUST000524,Bharti Textiles Enterprises,Sunil Mishra,sunil.mishra@bhartitextilesenterprises.com,+917666031451,26, Commercial Street,Hyderabad,Telangana,441765,India,36ABCDE5231ZZ,Net 30,8818602,7087854.04,Education,Medium,2018-07-28,Active
CUST000525,HDFC Textiles Enterprises,Anil Mishra,anil.mishra@hdfctextilesenterprises.com,+917147773369,74, Commercial Street,Chennai,Tamil Nadu,400798,India,33ABCDE5241ZZ,Net 30,548837,219844.93,Media & Entertainment,Small,2018-10-13,Active
CUST000526,Wipro Textiles Enterprises,Rahul Mishra,rahul.mishra@wiprotextilesenterprises.com,+919490005906,98, Commercial Street,Kolkata,West Bengal,467206,India,19ABCDE5251ZZ,Net 60,4140026,1934705.55,FMCG,Medium,2018-07-02,Active
CUST000527,Mahindra Textiles Enterprises,Sanjay Mishra,sanjay.mishra@mahindratextilesenterprises.com,+919554176395,57, Commercial Street,Pune,Maharashtra,483227,India,27ABCDE5261ZZ,Net 60,7328575,4873368.75,Agriculture,Medium,2019-08-29,Active
CUST000528,Birla Textiles Enterprises,Rakesh Mishra,rakesh.mishra@birlatextilesenterprises.com,+918821293636,66, Commercial Street,Ahmedabad,Gujarat,427217,India,24ABCDE5271ZZ,Net 30,747918,330095.41,Construction,Small,2023-05-02,Inactive
CUST000529,Adani Textiles Enterprises,Rajesh Mishra,rajesh.mishra@adanitextilesenterprises.com,+918424284074,37, Commercial Street,Jaipur,Rajasthan,422303,India,08ABCDE5281ZZ,Net 45,2117180,1688337.04,Manufacturing,Medium,2024-09-30,Active
CUST000530,JSW Textiles Enterprises,Ashok Mishra,ashok.mishra@jswtextilesenterprises.com,+919120206264,93, Commercial Street,Lucknow,Uttar Pradesh,426873,India,09ABCDE5291ZZ,Net 30,8271528,5282969.93,IT Services,Medium,2024-10-26,Active
CUST000531,Godrej Textiles Enterprises,Priya Mishra,priya.mishra@godrejtextilesenterprises.com,+918559164099,17, Commercial Street,Chandigarh,Punjab,445082,India,03ABCDE5301ZZ,Net 7,751030,401889.23,Banking & Finance,Small,2021-03-25,Active
CUST000532,L&T Textiles Enterprises,Neha Mishra,neha.mishra@l&ttextilesenterprises.com,+918512425090,55, Commercial Street,Indore,Madhya Pradesh,462466,India,23ABCDE5311ZZ,Net 30,5617864,3832743.67,Pharmaceuticals,Medium,2019-10-01,Active
CUST000533,ICICI Textiles Enterprises,Pooja Mishra,pooja.mishra@icicitextilesenterprises.com,+918049446022,42, Commercial Street,Kochi,Kerala,431481,India,32ABCDE5321ZZ,Net 30,726900,557658.37,Retail,Small,2022-06-19,Active
CUST000534,SBI Textiles Enterprises,Rani Mishra,rani.mishra@sbitextilesenterprises.com,+917368742723,60, Commercial Street,Nagpur,Maharashtra,435103,India,27ABCDE5331ZZ,Net 60,8264227,6135279.38,Real Estate,Medium,2024-10-17,Active
CUST000535,TCS Textiles Enterprises,Sunita Mishra,sunita.mishra@tcstextilesenterprises.com,+919358425565,80, Commercial Street,Bhopal,Madhya Pradesh,480742,India,23ABCDE5341ZZ,Net 15,41420688,36658507.50,Telecommunications,Large,2020-02-18,Active
CUST000536,Bajaj Textiles Enterprises,Anita Mishra,anita.mishra@bajajtextilesenterprises.com,+917365585995,64, Commercial Street,Surat,Gujarat,400988,India,24ABCDE5351ZZ,Net 45,168238,69775.87,Healthcare,Small,2024-05-19,Active
CUST000537,HCL Textiles Enterprises,Meena Mishra,meena.mishra@hcltextilesenterprises.com,+917106126676,13, Commercial Street,Vadodara,Gujarat,419388,India,24ABCDE5361ZZ,Net 30,8805357,6117179.48,Automotive,Medium,2021-04-15,Active
CUST000538,Hindustan Textiles Enterprises,Kavita Mishra,kavita.mishra@hindustantextilesenterprises.com,+918835433170,38, Commercial Street,Coimbatore,Tamil Nadu,412495,India,33ABCDE5371ZZ,Net 30,6561790,3284367.71,Energy,Medium,2021-08-14,Active
CUST000539,Indian Textiles Enterprises,Shalini Mishra,shalini.mishra@indiantextilesenterprises.com,+918283609646,71, Commercial Street,Visakhapatnam,Andhra Pradesh,473732,India,37ABCDE5381ZZ,Net 60,4894257,4704594.89,Hospitality,Medium,2020-09-14,Active
CUST000540,Tech Textiles Enterprises,Geeta Mishra,geeta.mishra@techtextilesenterprises.com,+917583469401,91, Commercial Street,Guwahati,Assam,438743,India,18ABCDE5391ZZ,Net 15,354202,285582.41,Education,Small,2024-10-21,Active
CUST000541,Tata Pharma Enterprises,Raj Joshi,raj.joshi@tatapharmaenterprises.com,+917227185989,68, Linking Road,Mumbai,Maharashtra,470227,India,27ABCDE5401ZZ,Net 30,4761476,3194904.58,Media & Entertainment,Medium,2021-05-07,Active
CUST000542,Reliance Pharma Enterprises,Amit Joshi,amit.joshi@reliancepharmaenterprises.com,+917026411718,31, Linking Road,Delhi,Delhi,443703,India,07ABCDE5411ZZ,Net 45,985151,938933.11,FMCG,Small,2022-09-14,Active
CUST000543,Infosys Pharma Enterprises,Vijay Joshi,vijay.joshi@infosyspharmaenterprises.com,+918961480816,72, Linking Road,Bangalore,Karnataka,497441,India,29ABCDE5421ZZ,Net 30,1383125,1038253.86,Agriculture,Medium,2024-10-20,Active
CUST000544,Bharti Pharma Enterprises,Sunil Joshi,sunil.joshi@bhartipharmaenterprises.com,+918662366733,89, Linking Road,Hyderabad,Telangana,483930,India,36ABCDE5431ZZ,Net 30,8124185,6933733.63,Construction,Medium,2021-06-19,Active
CUST000545,HDFC Pharma Enterprises,Anil Joshi,anil.joshi@hdfcpharmaenterprises.com,+919719047585,78, Linking Road,Chennai,Tamil Nadu,486645,India,33ABCDE5441ZZ,Net 30,7615228,3107730.82,Manufacturing,Medium,2019-09-14,Active
CUST000546,Wipro Pharma Enterprises,Rahul Joshi,rahul.joshi@wipropharmaenterprises.com,+917918809653,7, Linking Road,Kolkata,West Bengal,445743,India,19ABCDE5451ZZ,Net 30,4332492,2167901.34,IT Services,Medium,2023-11-07,Active
CUST000547,Mahindra Pharma Enterprises,Sanjay Joshi,sanjay.joshi@mahindrapharmaenterprises.com,+918076270726,87, Linking Road,Pune,Maharashtra,418284,India,27ABCDE5461ZZ,Net 15,5536889,3395732.69,Banking & Finance,Medium,2024-04-25,Active
CUST000548,Birla Pharma Enterprises,Rakesh Joshi,rakesh.joshi@birlapharmaenterprises.com,+917770507619,69, Linking Road,Ahmedabad,Gujarat,498884,India,24ABCDE5471ZZ,Net 30,244125,232849.48,Pharmaceuticals,Small,2019-12-12,Inactive
CUST000549,Adani Pharma Enterprises,Rajesh Joshi,rajesh.joshi@adanipharmaenterprises.com,+918616924106,12, Linking Road,Jaipur,Rajasthan,436349,India,08ABCDE5481ZZ,Net 60,22335940,9877722.73,Retail,Large,2020-01-09,Active
CUST000550,JSW Pharma Enterprises,Ashok Joshi,ashok.joshi@jswpharmaenterprises.com,+917696678045,12, Linking Road,Lucknow,Uttar Pradesh,499942,India,09ABCDE5491ZZ,Net 15,196131965,106312914.78,Real Estate,Enterprise,2019-06-14,Active
CUST000551,Godrej Pharma Enterprises,Priya Joshi,priya.joshi@godrejpharmaenterprises.com,+918976966152,18, Linking Road,Chandigarh,Punjab,400414,India,03ABCDE5501ZZ,Net 45,225215,204936.11,Telecommunications,Small,2020-09-21,Active
CUST000552,L&T Pharma Enterprises,Neha Joshi,neha.joshi@l&tpharmaenterprises.com,+918423317618,30, Linking Road,Indore,Madhya Pradesh,461967,India,23ABCDE5511ZZ,Net 30,47573147,39914982.80,Healthcare,Large,2023-11-29,Active
CUST000553,ICICI Pharma Enterprises,Pooja Joshi,pooja.joshi@icicipharmaenterprises.com,+919623173804,75, Linking Road,Kochi,Kerala,409149,India,32ABCDE5521ZZ,Net 30,5371960,3635453.22,Automotive,Medium,2018-12-19,Active
CUST000554,SBI Pharma Enterprises,Rani Joshi,rani.joshi@sbipharmaenterprises.com,+918799489937,95, Linking Road,Nagpur,Maharashtra,478683,India,27ABCDE5531ZZ,Net 7,45646314,42359073.66,Energy,Large,2018-04-29,Active
CUST000555,TCS Pharma Enterprises,Sunita Joshi,sunita.joshi@tcspharmaenterprises.com,+918260023054,99, Linking Road,Bhopal,Madhya Pradesh,487453,India,23ABCDE5541ZZ,Net 60,2079722,1286165.79,Hospitality,Medium,2019-07-19,Inactive
CUST000556,Bajaj Pharma Enterprises,Anita Joshi,anita.joshi@bajajpharmaenterprises.com,+919136700647,93, Linking Road,Surat,Gujarat,497090,India,24ABCDE5551ZZ,Net 60,2058134,1422325.44,Education,Medium,2021-01-15,Active
CUST000557,HCL Pharma Enterprises,Meena Joshi,meena.joshi@hclpharmaenterprises.com,+919745763493,66, Linking Road,Vadodara,Gujarat,406732,India,24ABCDE5561ZZ,Net 30,44402648,31388197.30,Media & Entertainment,Large,2023-11-27,Active
CUST000558,Hindustan Pharma Enterprises,Kavita Joshi,kavita.joshi@hindustanpharmaenterprises.com,+919035285925,21, Linking Road,Coimbatore,Tamil Nadu,496290,India,33ABCDE5571ZZ,Net 15,6820650,2569898.14,FMCG,Medium,2023-12-08,Active
CUST000559,Indian Pharma Enterprises,Shalini Joshi,shalini.joshi@indianpharmaenterprises.com,+918154224892,67, Linking Road,Visakhapatnam,Andhra Pradesh,434468,India,37ABCDE5581ZZ,Net 30,921797,575934.80,Agriculture,Small,2021-09-18,Active
CUST000560,Tech Pharma Enterprises,Geeta Joshi,geeta.joshi@techpharmaenterprises.com,+917780011812,59, Linking Road,Guwahati,Assam,485080,India,18ABCDE5591ZZ,Net 30,24251960,22364163.07,Construction,Large,2020-09-04,Active
CUST000561,Tata Healthcare Enterprises,Raj Shah,raj.shah@tatahealthcareenterprises.com,+919265456017,16, Jubilee Hills,Mumbai,Maharashtra,451690,India,27ABCDE5601ZZ,Net 45,485797,328335.55,Manufacturing,Small,2021-02-11,Active
CUST000562,Reliance Healthcare Enterprises,Amit Shah,amit.shah@reliancehealthcareenterprises.com,+919013986376,2, Jubilee Hills,Delhi,Delhi,469728,India,07ABCDE5611ZZ,Net 30,6992580,3043827.17,IT Services,Medium,2022-05-15,Active
CUST000563,Infosys Healthcare Enterprises,Vijay Shah,vijay.shah@infosyshealthcareenterprises.com,+918993422622,80, Jubilee Hills,Bangalore,Karnataka,438113,India,29ABCDE5621ZZ,Net 30,138758,61441.27,Banking & Finance,Small,2019-09-24,Active
CUST000564,Bharti Healthcare Enterprises,Sunil Shah,sunil.shah@bhartihealthcareenterprises.com,+919432678704,91, Jubilee Hills,Hyderabad,Telangana,437902,India,36ABCDE5631ZZ,Net 45,47069719,26720080.89,Pharmaceuticals,Large,2024-03-20,Active
CUST000565,HDFC Healthcare Enterprises,Anil Shah,anil.shah@hdfchealthcareenterprises.com,+919163919460,96, Jubilee Hills,Chennai,Tamil Nadu,452098,India,33ABCDE5641ZZ,Net 45,619164,359451.14,Retail,Small,2020-08-30,Active
CUST000566,Wipro Healthcare Enterprises,Rahul Shah,rahul.shah@wiprohealthcareenterprises.com,+919112979899,20, Jubilee Hills,Kolkata,West Bengal,402085,India,19ABCDE5651ZZ,Net 30,774091,543826.03,Real Estate,Small,2018-11-10,Active
CUST000567,Mahindra Healthcare Enterprises,Sanjay Shah,sanjay.shah@mahindrahealthcareenterprises.com,+918777825875,52, Jubilee Hills,Pune,Maharashtra,426501,India,27ABCDE5661ZZ,Net 30,8960525,5667829.52,Telecommunications,Medium,2021-02-01,Active
CUST000568,Birla Healthcare Enterprises,Rakesh Shah,rakesh.shah@birlahealthcareenterprises.com,+918174739937,100, Jubilee Hills,Ahmedabad,Gujarat,410952,India,24ABCDE5671ZZ,COD,26419255,17543148.37,Healthcare,Large,2022-07-23,Active
CUST000569,Adani Healthcare Enterprises,Rajesh Shah,rajesh.shah@adanihealthcareenterprises.com,+919481177130,25, Jubilee Hills,Jaipur,Rajasthan,421426,India,08ABCDE5681ZZ,Net 45,37761594,26890749.38,Automotive,Large,2018-07-23,Active
CUST000570,JSW Healthcare Enterprises,Ashok Shah,ashok.shah@jswhealthcareenterprises.com,+917166916736,73, Jubilee Hills,Lucknow,Uttar Pradesh,401732,India,09ABCDE5691ZZ,Net 30,11758875,11311137.92,Energy,Large,2022-04-29,Active
CUST000571,Godrej Healthcare Enterprises,Priya Shah,priya.shah@godrejhealthcareenterprises.com,+919353663267,18, Jubilee Hills,Chandigarh,Punjab,427669,India,03ABCDE5701ZZ,Net 45,18708451,6150705.26,Hospitality,Large,2020-02-04,Active
CUST000572,L&T Healthcare Enterprises,Neha Shah,neha.shah@l&thealthcareenterprises.com,+917850296153,76, Jubilee Hills,Indore,Madhya Pradesh,429066,India,23ABCDE5711ZZ,Net 60,767412,699340.42,Education,Small,2022-09-21,Active
CUST000573,ICICI Healthcare Enterprises,Pooja Shah,pooja.shah@icicihealthcareenterprises.com,+919367070766,4, Jubilee Hills,Kochi,Kerala,482562,India,32ABCDE5721ZZ,Net 30,28758973,20450351.13,Media & Entertainment,Large,2020-09-21,Active
CUST000574,SBI Healthcare Enterprises,Rani Shah,rani.shah@sbihealthcareenterprises.com,+918560789724,48, Jubilee Hills,Nagpur,Maharashtra,485400,India,27ABCDE5731ZZ,Net 30,45975514,35389439.24,FMCG,Large,2022-02-24,Active
CUST000575,TCS Healthcare Enterprises,Sunita Shah,sunita.shah@tcshealthcareenterprises.com,+918079375696,13, Jubilee Hills,Bhopal,Madhya Pradesh,485414,India,23ABCDE5741ZZ,Net 15,31749805,30705247.37,Agriculture,Large,2018-11-29,Active
CUST000576,Bajaj Healthcare Enterprises,Anita Shah,anita.shah@bajajhealthcareenterprises.com,+919815823941,92, Jubilee Hills,Surat,Gujarat,421486,India,24ABCDE5751ZZ,Net 60,2399067,782627.01,Construction,Medium,2024-04-30,Active
CUST000577,HCL Healthcare Enterprises,Meena Shah,meena.shah@hclhealthcareenterprises.com,+917748904733,57, Jubilee Hills,Vadodara,Gujarat,462586,India,24ABCDE5761ZZ,Net 30,3753595,1527341.29,Manufacturing,Medium,2021-05-18,Inactive
CUST000578,Hindustan Healthcare Enterprises,Kavita Shah,kavita.shah@hindustanhealthcareenterprises.com,+919922254198,90, Jubilee Hills,Coimbatore,Tamil Nadu,472888,India,33ABCDE5771ZZ,Net 30,70669907,28117522.35,IT Services,Enterprise,2019-09-27,Active
CUST000579,Indian Healthcare Enterprises,Shalini Shah,shalini.shah@indianhealthcareenterprises.com,+918548485148,94, Jubilee Hills,Visakhapatnam,Andhra Pradesh,455547,India,37ABCDE5781ZZ,Net 60,448660,288752.35,Banking & Finance,Small,2020-03-10,Active
CUST000580,Tech Healthcare Enterprises,Geeta Shah,geeta.shah@techhealthcareenterprises.com,+919291143114,12, Jubilee Hills,Guwahati,Assam,416039,India,18ABCDE5791ZZ,Net 30,38546149,24022390.10,Pharmaceuticals,Large,2020-12-20,Active
CUST000581,Tata Retail Enterprises,Raj Agarwal,raj.agarwal@tataretailenterprises.com,+919750878352,84, Civil Lines,Mumbai,Maharashtra,443129,India,27ABCDE5801ZZ,Net 60,15133173,12071484.43,Retail,Large,2021-03-08,Active
CUST000582,Reliance Retail Enterprises,Amit Agarwal,amit.agarwal@relianceretailenterprises.com,+918452209745,99, Civil Lines,Delhi,Delhi,418554,India,07ABCDE5811ZZ,Net 45,857642,634602.61,Real Estate,Small,2023-06-03,Active
CUST000583,Infosys Retail Enterprises,Vijay Agarwal,vijay.agarwal@infosysretailenterprises.com,+919664543341,60, Civil Lines,Bangalore,Karnataka,441570,India,29ABCDE5821ZZ,Net 30,789832,731551.62,Telecommunications,Small,2018-01-27,Active
CUST000584,Bharti Retail Enterprises,Sunil Agarwal,sunil.agarwal@bhartiretailenterprises.com,+918672538286,77, Civil Lines,Hyderabad,Telangana,495165,India,36ABCDE5831ZZ,Net 15,3868132,3247600.03,Healthcare,Medium,2018-11-22,Active
CUST000585,HDFC Retail Enterprises,Anil Agarwal,anil.agarwal@hdfcretailenterprises.com,+918576692404,89, Civil Lines,Chennai,Tamil Nadu,476415,India,33ABCDE5841ZZ,Net 30,289494,278287.90,Automotive,Small,2022-02-28,Active
CUST000586,Wipro Retail Enterprises,Rahul Agarwal,rahul.agarwal@wiproretailenterprises.com,+918747202730,88, Civil Lines,Kolkata,West Bengal,447783,India,19ABCDE5851ZZ,Net 15,746717,276781.33,Energy,Small,2018-10-31,Active
CUST000587,Mahindra Retail Enterprises,Sanjay Agarwal,sanjay.agarwal@mahindraretailenterprises.com,+918819025210,67, Civil Lines,Pune,Maharashtra,464191,India,27ABCDE5861ZZ,Net 30,137363129,119295834.53,Hospitality,Enterprise,2018-05-29,Inactive
CUST000588,Birla Retail Enterprises,Rakesh Agarwal,rakesh.agarwal@birlaretailenterprises.com,+917501405821,74, Civil Lines,Ahmedabad,Gujarat,445407,India,24ABCDE5871ZZ,Net 30,24035190,22447868.19,Education,Large,2019-03-31,Active
CUST000589,Adani Retail Enterprises,Rajesh Agarwal,rajesh.agarwal@adaniretailenterprises.com,+919935999366,17, Civil Lines,Jaipur,Rajasthan,439201,India,08ABCDE5881ZZ,Net 60,225388,110461.61,Media & Entertainment,Small,2024-05-28,Active
CUST000590,JSW Retail Enterprises,Ashok Agarwal,ashok.agarwal@jswretailenterprises.com,+917206866817,94, Civil Lines,Lucknow,Uttar Pradesh,432260,India,09ABCDE5891ZZ,Net 60,70744337,57400684.26,FMCG,Enterprise,2023-02-05,Active
CUST000591,Godrej Retail Enterprises,Priya Agarwal,priya.agarwal@godrejretailenterprises.com,+919739856037,43, Civil Lines,Chandigarh,Punjab,475001,India,03ABCDE5901ZZ,Net 30,479790,319969.13,Agriculture,Small,2024-03-31,Active
CUST000592,L&T Retail Enterprises,Neha Agarwal,neha.agarwal@l&tretailenterprises.com,+919124225701,32, Civil Lines,Indore,Madhya Pradesh,494150,India,23ABCDE5911ZZ,Net 30,350176,257345.69,Construction,Small,2022-08-27,Active
CUST000593,ICICI Retail Enterprises,Pooja Agarwal,pooja.agarwal@iciciretailenterprises.com,+917232098774,45, Civil Lines,Kochi,Kerala,406113,India,32ABCDE5921ZZ,Net 15,793951,625271.78,Manufacturing,Small,2022-09-27,Active
CUST000594,SBI Retail Enterprises,Rani Agarwal,rani.agarwal@sbiretailenterprises.com,+918678606495,29, Civil Lines,Nagpur,Maharashtra,483842,India,27ABCDE5931ZZ,Net 30,4384902,4102683.03,IT Services,Medium,2020-02-19,Active
CUST000595,TCS Retail Enterprises,Sunita Agarwal,sunita.agarwal@tcsretailenterprises.com,+917188830479,59, Civil Lines,Bhopal,Madhya Pradesh,496827,India,23ABCDE5941ZZ,Net 45,8821893,5061806.32,Banking & Finance,Medium,2021-04-01,Active
CUST000596,Bajaj Retail Enterprises,Anita Agarwal,anita.agarwal@bajajretailenterprises.com,+919448473938,90, Civil Lines,Surat,Gujarat,455264,India,24ABCDE5951ZZ,Net 15,97733976,53622397.32,Pharmaceuticals,Enterprise,2023-08-28,Active
CUST000597,HCL Retail Enterprises,Meena Agarwal,meena.agarwal@hclretailenterprises.com,+918922788036,73, Civil Lines,Vadodara,Gujarat,408152,India,24ABCDE5961ZZ,Net 30,5919463,2607254.70,Retail,Medium,2024-10-07,Active
CUST000598,Hindustan Retail Enterprises,Kavita Agarwal,kavita.agarwal@hindustanretailenterprises.com,+919823430147,96, Civil Lines,Coimbatore,Tamil Nadu,477196,India,33ABCDE5971ZZ,Net 45,4690989,3868986.08,Real Estate,Medium,2019-01-26,Active
CUST000599,Indian Retail Enterprises,Shalini Agarwal,shalini.agarwal@indianretailenterprises.com,+919955624846,14, Civil Lines,Visakhapatnam,Andhra Pradesh,488213,India,37ABCDE5981ZZ,Net 15,148726,92775.62,Telecommunications,Small,2020-04-01,Active
