case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000647,CUST000499,Indian Power Enterprises,INV0004982,2025-02-12,40700.97,72,High,Open,Sanjay Gupta,REP000007,Intensive Collection,2025-04-07,2025-04-23,,
CASE000648,CUST000499,Indian Power Enterprises,INV0004983,2025-03-03,49831.12,56,Medium,In Progress,Neha Mishra,REP000032,Standard Follow-up,2025-03-31,2025-04-29,,
CASE000649,CUST000499,Indian Power Enterprises,INV0004986,2025-04-17,25586.46,14,Low,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-17,2025-05-09,,
CASE000650,CUST000501,Tata Steel Enterprises,INV0005005,2025-02-03,512507.61,82,High,Open,Sunita Gupta,REP000015,Intensive Collection,2025-04-02,2025-04-27,,
CASE000651,CUST000502,Reliance Steel Enterprises,INV0005012,2024-12-17,1616979.36,127,Critical,Escalated,Ashok Mishra,REP000030,Legal Action Warning,2024-12-27,2025-05-05,,
CASE000652,CUST000505,HDFC Steel Enterprises,INV0005041,2025-04-17,399715.32,10,Medium,Open,Sunita Gupta,REP000015,Standard Follow-up,2025-04-17,2025-05-02,,
CASE000653,CUST000505,HDFC Steel Enterprises,INV0005044,2024-12-09,523357.03,135,Critical,Pending Customer,Kavita Mishra,REP000038,Settlement Offer,2025-02-08,2025-05-09,,
CASE000654,CUST000506,Wipro Steel Enterprises,INV0005055,2025-02-25,482451.31,62,High,Pending Customer,Raj Mishra,REP000021,Intensive Collection,2025-04-13,2025-05-01,,
CASE000655,CUST000507,Mahindra Steel Enterprises,INV0005061,2024-12-21,101994.52,132,Critical,Escalated,Anita Gupta,REP000016,Legal Action Warning,2025-03-18,2025-05-04,,
CASE000656,CUST000507,Mahindra Steel Enterprises,INV0005062,2025-01-10,111717.54,105,Critical,Pending Customer,Sunil Joshi,REP000044,Legal Action Warning,2025-03-19,2025-05-08,,
CASE000657,CUST000507,Mahindra Steel Enterprises,INV0005068,2025-03-18,82095.92,42,Medium,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-03-21,2025-05-06,,
CASE000658,CUST000508,Birla Steel Enterprises,INV0005073,2025-03-04,1431458.88,59,Critical,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-03-30,2025-04-30,,
CASE000659,CUST000509,Adani Steel Enterprises,INV0005083,2025-04-17,688950.81,12,High,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-17,2025-04-20,,
CASE000660,CUST000510,JSW Steel Enterprises,INV0005093,2025-02-05,324474.08,77,High,In Progress,Rakesh Mishra,REP000028,Payment Plan,2025-04-04,2025-04-19,,
CASE000661,CUST000510,JSW Steel Enterprises,INV0005095,2025-04-11,506778.84,15,High,Open,Rahul Joshi,REP000046,Standard Follow-up,2025-04-13,2025-04-26,,
CASE000662,CUST000510,JSW Steel Enterprises,INV0005096,2025-04-16,558006.19,10,High,In Progress,Neha Gupta,REP000012,Standard Follow-up,2025-04-16,2025-04-29,,
CASE000663,CUST000513,ICICI Steel Enterprises,INV0005121,2024-11-20,14390.36,159,Critical,Pending Customer,Rahul Gupta,REP000006,Legal Action Warning,2024-12-27,2025-05-05,,
CASE000664,CUST000513,ICICI Steel Enterprises,INV0005124,2024-11-11,67660.33,172,Critical,Pending Customer,Vijay Mishra,REP000023,Legal Action Warning,2025-03-01,2025-04-28,,
CASE000665,CUST000514,SBI Steel Enterprises,INV0005131,2025-02-20,1645093.84,66,Critical,In Progress,Sanjay Gupta,REP000007,Payment Plan,2025-03-30,2025-04-27,,
CASE000666,CUST000514,SBI Steel Enterprises,INV0005132,2025-01-01,1239874.63,119,Critical,Escalated,Rakesh Gupta,REP000008,Legal Action Warning,2025-04-01,2025-04-27,,
CASE000667,CUST000515,TCS Steel Enterprises,INV0005144,2025-03-10,36278.53,51,Medium,Open,Neha Mishra,REP000032,Standard Follow-up,2025-04-16,2025-04-27,,
CASE000668,CUST000516,Bajaj Steel Enterprises,INV0005154,2025-02-27,50968.62,57,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-03,2025-04-29,,
CASE000669,CUST000518,Hindustan Steel Enterprises,INV0005173,2025-04-17,2290699.21,7,Critical,Open,Neha Gupta,REP000012,Standard Follow-up,2025-04-17,2025-04-19,,
CASE000670,CUST000519,Indian Steel Enterprises,INV0005182,2025-01-06,63642.66,112,Critical,Pending Customer,Rakesh Gupta,REP000008,Settlement Offer,2025-03-19,2025-05-01,,
CASE000671,CUST000519,Indian Steel Enterprises,INV0005183,2024-12-11,42159.12,137,Critical,In Progress,Rakesh Gupta,REP000008,Legal Action Warning,2025-03-23,2025-05-05,,
CASE000672,CUST000519,Indian Steel Enterprises,INV0005185,2024-12-15,47854.83,131,Critical,Pending Customer,Neha Mishra,REP000032,Legal Action Warning,2024-12-29,2025-04-27,,
CASE000673,CUST000520,Tech Steel Enterprises,INV0005195,2025-01-18,143357.13,96,Critical,Pending Customer,Rahul Joshi,REP000046,Settlement Offer,2025-01-24,2025-05-04,,
CASE000674,CUST000521,Tata Textiles Enterprises,INV0005203,2025-01-17,107767.32,98,Critical,In Progress,Rajesh Gupta,REP000009,Settlement Offer,2025-01-27,2025-05-05,,
CASE000675,CUST000522,Reliance Textiles Enterprises,INV0005212,2025-01-31,1999553.56,89,Critical,Pending Customer,Meena Gupta,REP000017,Intensive Collection,2025-03-23,2025-05-02,,
CASE000676,CUST000522,Reliance Textiles Enterprises,INV0005216,2025-03-02,1780318.09,58,Critical,Open,Anil Gupta,REP000005,Standard Follow-up,2025-04-16,2025-05-05,,
CASE000677,CUST000523,Infosys Textiles Enterprises,INV0005222,2024-12-07,851670.93,144,Critical,Pending Customer,Shalini Mishra,REP000039,Legal Action Warning,2025-01-31,2025-04-20,,
CASE000678,CUST000524,Bharti Textiles Enterprises,INV0005231,2025-01-08,372193.31,111,Critical,Pending Customer,Pooja Gupta,REP000013,Legal Action Warning,2025-01-26,2025-04-25,,
CASE000679,CUST000524,Bharti Textiles Enterprises,INV0005232,2024-12-07,170366.36,145,Critical,In Progress,Sanjay Joshi,REP000047,Legal Action Warning,2024-12-14,2025-04-28,,
CASE000680,CUST000524,Bharti Textiles Enterprises,INV0005235,2025-01-01,377060.69,115,Critical,Pending Customer,Rakesh Mishra,REP000028,Legal Action Warning,2025-01-12,2025-04-19,,
CASE000681,CUST000525,HDFC Textiles Enterprises,INV0005241,2025-04-08,20371.62,16,Low,Open,Amit Joshi,REP000042,Standard Follow-up,2025-04-08,2025-04-29,,
CASE000682,CUST000525,HDFC Textiles Enterprises,INV0005243,2025-03-07,14685.98,53,Medium,Open,Priya Mishra,REP000031,Standard Follow-up,2025-03-28,2025-04-20,,
CASE000683,CUST000528,Birla Textiles Enterprises,INV0005273,2024-12-06,81064.75,142,Critical,Pending Customer,Ashok Mishra,REP000030,Legal Action Warning,2025-02-08,2025-04-30,,
CASE000684,CUST000530,JSW Textiles Enterprises,INV0005293,2024-12-07,204875.39,137,Critical,Escalated,Anita Mishra,REP000036,Settlement Offer,2025-02-13,2025-05-02,,
CASE000685,CUST000530,JSW Textiles Enterprises,INV0005295,2025-03-06,193635.09,54,Medium,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-10,2025-05-01,,
CASE000686,CUST000531,Godrej Textiles Enterprises,INV0005303,2024-12-30,27263.05,121,Critical,Escalated,Amit Mishra,REP000022,Legal Action Warning,2025-02-19,2025-05-09,,
CASE000688,CUST000532,L&T Textiles Enterprises,INV0005312,2025-01-16,221977.00,99,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-03-09,2025-05-09,,
CASE000689,CUST000535,TCS Textiles Enterprises,INV0005343,2024-12-16,1194434.62,131,Critical,Escalated,Shalini Mishra,REP000039,Legal Action Warning,2025-01-25,2025-05-02,,
CASE000691,CUST000537,HCL Textiles Enterprises,INV0005362,2025-01-29,194535.86,93,Critical,Escalated,Geeta Mishra,REP000040,Settlement Offer,2025-03-02,2025-05-06,,
CASE000692,CUST000540,Tech Textiles Enterprises,INV0005392,2024-12-07,78329.38,146,Critical,Pending Customer,Raj Gupta,REP000001,Legal Action Warning,2025-02-03,2025-05-05,,
CASE000693,CUST000540,Tech Textiles Enterprises,INV0005397,2025-02-23,96534.45,64,High,In Progress,Amit Mishra,REP000022,Intensive Collection,2025-03-22,2025-04-30,,
CASE000694,CUST000541,Tata Pharma Enterprises,INV0005401,2025-03-04,74369.71,51,Medium,Open,Anil Mishra,REP000025,Standard Follow-up,2025-03-08,2025-04-30,,
CASE000695,CUST000541,Tata Pharma Enterprises,INV0005402,2025-03-08,493057.71,52,Medium,In Progress,Geeta Gupta,REP000020,Standard Follow-up,2025-03-15,2025-04-22,,
CASE000696,CUST000542,Reliance Pharma Enterprises,INV0005413,2024-12-16,94996.85,132,Critical,In Progress,Sunil Joshi,REP000044,Legal Action Warning,2024-12-18,2025-04-27,,
CASE000697,CUST000543,Infosys Pharma Enterprises,INV0005421,2025-01-23,555047.45,98,Critical,Pending Customer,Vijay Gupta,REP000003,Legal Action Warning,2025-02-25,2025-05-03,,
CASE000698,CUST000543,Infosys Pharma Enterprises,INV0005422,2025-04-08,89343.83,21,Low,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-12,2025-04-20,,
CASE000699,CUST000545,HDFC Pharma Enterprises,INV0005441,2025-03-11,555459.52,47,High,Open,Rajesh Joshi,REP000049,Standard Follow-up,2025-03-15,2025-04-27,,
CASE000700,CUST000545,HDFC Pharma Enterprises,INV0005444,2025-01-20,60955.57,96,Critical,Pending Customer,Ashok Gupta,REP000010,Settlement Offer,2025-01-30,2025-04-27,,
CASE000701,CUST000546,Wipro Pharma Enterprises,INV0005452,2025-03-15,155357.03,46,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-20,2025-04-26,,
CASE000702,CUST000546,Wipro Pharma Enterprises,INV0005453,2024-12-03,166232.36,144,Critical,In Progress,Sanjay Gupta,REP000007,Legal Action Warning,2025-02-10,2025-05-08,,
CASE000703,CUST000547,Mahindra Pharma Enterprises,INV0005461,2025-03-18,376528.19,37,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-23,2025-04-26,,
CASE000704,CUST000549,Adani Pharma Enterprises,INV0005485,2025-01-19,1930544.71,97,Critical,Escalated,Sunita Gupta,REP000015,Legal Action Warning,2025-03-21,2025-05-04,,
CASE000705,CUST000550,JSW Pharma Enterprises,INV0005495,2024-11-15,4104603.80,162,Critical,Pending Customer,Meena Gupta,REP000017,Settlement Offer,2024-12-05,2025-04-24,,
CASE000706,CUST000550,JSW Pharma Enterprises,INV0005496,2024-12-10,5035467.63,139,Critical,In Progress,Ashok Mishra,REP000030,Legal Action Warning,2025-01-02,2025-05-04,,
CASE000707,CUST000550,JSW Pharma Enterprises,INV0005497,2025-02-21,3455706.95,70,Critical,Open,Rahul Mishra,REP000026,Payment Plan,2025-04-13,2025-05-06,,
CASE000708,CUST000551,Godrej Pharma Enterprises,INV0005502,2025-02-17,42003.06,68,High,In Progress,Rani Gupta,REP000014,Payment Plan,2025-04-09,2025-04-23,,
CASE000709,CUST000551,Godrej Pharma Enterprises,INV0005503,2025-01-23,12704.29,91,Critical,In Progress,Sunil Mishra,REP000024,Legal Action Warning,2025-03-28,2025-05-03,,
CASE000710,CUST000551,Godrej Pharma Enterprises,INV0005504,2024-12-12,58220.95,133,Critical,Escalated,Sunil Gupta,REP000004,Legal Action Warning,2025-03-12,2025-04-23,,
CASE000711,CUST000552,L&T Pharma Enterprises,INV0005513,2025-03-17,874485.78,40,High,In Progress,Rahul Mishra,REP000026,Standard Follow-up,2025-04-05,2025-04-30,,
CASE000712,CUST000553,ICICI Pharma Enterprises,INV0005522,2025-01-30,238483.47,92,Critical,Pending Customer,Sunita Gupta,REP000015,Settlement Offer,2025-02-21,2025-04-22,,
CASE000713,CUST000553,ICICI Pharma Enterprises,INV0005523,2025-03-12,105998.79,46,Medium,In Progress,Rajesh Joshi,REP000049,Standard Follow-up,2025-03-20,2025-04-28,,
CASE000714,CUST000554,SBI Pharma Enterprises,INV0005531,2024-11-23,1818945.79,151,Critical,In Progress,Shalini Mishra,REP000039,Legal Action Warning,2024-12-03,2025-04-30,,
CASE000715,CUST000554,SBI Pharma Enterprises,INV0005536,2025-04-12,1352271.83,20,Critical,In Progress,Rahul Gupta,REP000006,Standard Follow-up,2025-04-17,2025-05-07,,
CASE000716,CUST000555,TCS Pharma Enterprises,INV0005541,2025-01-26,426506.82,92,Critical,In Progress,Ashok Joshi,REP000050,Legal Action Warning,2025-03-09,2025-04-29,,
CASE000717,CUST000557,HCL Pharma Enterprises,INV0005565,2025-01-10,800287.99,110,Critical,In Progress,Sunita Gupta,REP000015,Settlement Offer,2025-02-27,2025-04-19,,
CASE000718,CUST000557,HCL Pharma Enterprises,INV0005566,2025-03-02,414810.84,57,Medium,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-04-04,2025-05-01,,
CASE000720,CUST000558,Hindustan Pharma Enterprises,INV0005575,2025-02-12,547981.44,73,High,Pending Customer,Sanjay Gupta,REP000007,Intensive Collection,2025-03-31,2025-04-30,,
CASE000721,CUST000559,Indian Pharma Enterprises,INV0005581,2024-12-31,46960.98,116,Critical,Escalated,Geeta Mishra,REP000040,Legal Action Warning,2025-03-18,2025-04-29,,
CASE000723,CUST000559,Indian Pharma Enterprises,INV0005588,2025-01-26,90438.19,92,Critical,In Progress,Anil Gupta,REP000005,Legal Action Warning,2025-04-12,2025-04-30,,
CASE000724,CUST000560,Tech Pharma Enterprises,INV0005594,2025-01-02,1131789.94,115,Critical,Pending Customer,Vijay Joshi,REP000043,Settlement Offer,2025-01-26,2025-05-09,,
CASE000725,CUST000563,Infosys Healthcare Enterprises,INV0005621,2025-01-29,90326.12,85,High,Pending Customer,Priya Mishra,REP000031,Intensive Collection,2025-03-21,2025-04-21,,
CASE000726,CUST000563,Infosys Healthcare Enterprises,INV0005623,2025-01-17,55650.20,99,Critical,In Progress,Anil Joshi,REP000045,Legal Action Warning,2025-02-22,2025-04-28,,
CASE000727,CUST000564,Bharti Healthcare Enterprises,INV0005632,2025-01-01,1338237.33,113,Critical,Escalated,Meena Gupta,REP000017,Legal Action Warning,2025-03-30,2025-05-01,,
CASE000728,CUST000564,Bharti Healthcare Enterprises,INV0005633,2025-03-23,1759696.19,40,Critical,Open,Anil Gupta,REP000005,Standard Follow-up,2025-04-04,2025-04-25,,
CASE000729,CUST000565,HDFC Healthcare Enterprises,INV0005642,2025-01-22,102892.06,100,Critical,Escalated,Amit Gupta,REP000002,Legal Action Warning,2025-04-10,2025-04-28,,
CASE000730,CUST000566,Wipro Healthcare Enterprises,INV0005651,2024-12-22,70739.73,131,Critical,Escalated,Anita Mishra,REP000036,Legal Action Warning,2025-03-10,2025-04-20,,
CASE000731,CUST000569,Adani Healthcare Enterprises,INV0005681,2025-02-17,2019701.35,74,Critical,Pending Customer,Anil Gupta,REP000005,Payment Plan,2025-03-22,2025-04-28,,
CASE000732,CUST000571,Godrej Healthcare Enterprises,INV0005702,2025-03-27,295064.58,31,Medium,In Progress,Rahul Gupta,REP000006,Standard Follow-up,2025-04-09,2025-05-07,,
CASE000733,CUST000574,SBI Healthcare Enterprises,INV0005731,2025-02-09,1455732.15,76,Critical,Pending Customer,Geeta Mishra,REP000040,Payment Plan,2025-03-06,2025-04-27,,
CASE000734,CUST000574,SBI Healthcare Enterprises,INV0005735,2025-03-05,1036296.15,49,Critical,In Progress,Sunita Mishra,REP000035,Standard Follow-up,2025-03-25,2025-05-09,,
CASE000735,CUST000575,TCS Healthcare Enterprises,INV0005741,2025-03-22,1257729.52,38,Critical,Open,Rakesh Joshi,REP000048,Standard Follow-up,2025-04-05,2025-04-29,,
CASE000736,CUST000576,Bajaj Healthcare Enterprises,INV0005754,2025-04-01,433467.04,25,Medium,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-04-17,2025-04-28,,
CASE000737,CUST000577,HCL Healthcare Enterprises,INV0005763,2025-01-07,304770.79,106,Critical,Pending Customer,Vijay Mishra,REP000023,Legal Action Warning,2025-04-13,2025-05-02,,
CASE000738,CUST000578,Hindustan Healthcare Enterprises,INV0005771,2024-12-11,5165917.07,136,Critical,Escalated,Rahul Gupta,REP000006,Legal Action Warning,2024-12-30,2025-04-21,,
CASE000739,CUST000578,Hindustan Healthcare Enterprises,INV0005773,2025-04-03,4068472.82,28,Critical,Open,Anil Mishra,REP000025,Standard Follow-up,2025-04-11,2025-05-01,,
CASE000740,CUST000578,Hindustan Healthcare Enterprises,INV0005775,2025-01-13,1634815.47,104,Critical,In Progress,Pooja Gupta,REP000013,Settlement Offer,2025-03-19,2025-05-06,,
CASE000741,CUST000579,Indian Healthcare Enterprises,INV0005785,2025-03-28,13794.28,30,Low,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-08,2025-04-26,,
CASE000742,CUST000579,Indian Healthcare Enterprises,INV0005786,2025-02-13,20458.79,77,High,In Progress,Raj Joshi,REP000041,Payment Plan,2025-03-22,2025-05-01,,
CASE000743,CUST000580,Tech Healthcare Enterprises,INV0005793,2025-04-17,1827689.02,5,Critical,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-17,2025-04-27,,
CASE000744,CUST000580,Tech Healthcare Enterprises,INV0005795,2024-12-31,2163833.47,114,Critical,In Progress,Ashok Joshi,REP000050,Legal Action Warning,2025-04-03,2025-04-22,,
CASE000745,CUST000582,Reliance Retail Enterprises,INV0005813,2025-01-01,117513.47,119,Critical,In Progress,Geeta Gupta,REP000020,Legal Action Warning,2025-02-14,2025-05-08,,
CASE000746,CUST000585,HDFC Retail Enterprises,INV0005842,2025-02-17,54221.76,70,High,In Progress,Shalini Mishra,REP000039,Intensive Collection,2025-04-09,2025-04-30,,
CASE000747,CUST000585,HDFC Retail Enterprises,INV0005843,2025-01-12,97844.39,108,Critical,Escalated,Ashok Gupta,REP000010,Settlement Offer,2025-01-15,2025-05-06,,
CASE000748,CUST000586,Wipro Retail Enterprises,INV0005855,2025-03-13,108340.45,41,Medium,Open,Amit Mishra,REP000022,Standard Follow-up,2025-03-24,2025-05-05,,
CASE000749,CUST000587,Mahindra Retail Enterprises,INV0005865,2024-12-22,5567021.43,131,Critical,Escalated,Anil Joshi,REP000045,Legal Action Warning,2024-12-29,2025-05-05,,
CASE000750,CUST000587,Mahindra Retail Enterprises,INV0005866,2024-12-24,5275113.65,121,Critical,Pending Customer,Neha Gupta,REP000012,Legal Action Warning,2025-01-06,2025-04-26,,
CASE000751,CUST000588,Birla Retail Enterprises,INV0005871,2025-03-16,1474258.78,45,Critical,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-03-16,2025-04-30,,
CASE000752,CUST000588,Birla Retail Enterprises,INV0005874,2025-03-15,1507363.06,47,Critical,Open,Geeta Mishra,REP000040,Standard Follow-up,2025-03-19,2025-04-28,,
CASE000753,CUST000588,Birla Retail Enterprises,INV0005875,2024-12-27,1787089.67,124,Critical,In Progress,Neha Mishra,REP000032,Legal Action Warning,2025-03-28,2025-04-25,,
CASE000754,CUST000589,Adani Retail Enterprises,INV0005882,2025-02-28,51129.60,56,Medium,Open,Rani Mishra,REP000034,Standard Follow-up,2025-03-02,2025-04-21,,
CASE000755,CUST000591,Godrej Retail Enterprises,INV0005904,2025-02-18,98301.96,72,High,Pending Customer,Rahul Mishra,REP000026,Intensive Collection,2025-03-25,2025-04-27,,
CASE000756,CUST000592,L&T Retail Enterprises,INV0005914,2025-03-18,76522.03,43,Medium,Open,Kavita Mishra,REP000038,Standard Follow-up,2025-04-12,2025-05-02,,
CASE000757,CUST000592,L&T Retail Enterprises,INV0005915,2025-04-02,46781.42,30,Low,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-06,2025-05-02,,
CASE000758,CUST000592,L&T Retail Enterprises,INV0005916,2024-12-04,96439.23,147,Critical,Pending Customer,Sanjay Mishra,REP000027,Legal Action Warning,2025-02-18,2025-04-27,,
CASE000759,CUST000593,ICICI Retail Enterprises,INV0005923,2025-02-27,103186.89,62,High,In Progress,Meena Mishra,REP000037,Intensive Collection,2025-04-01,2025-05-01,,
CASE000760,CUST000593,ICICI Retail Enterprises,INV0005927,2025-03-21,66006.60,41,Medium,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-04-11,2025-05-06,,
CASE000761,CUST000594,SBI Retail Enterprises,INV0005931,2025-02-10,149578.83,79,High,In Progress,Anil Gupta,REP000005,Intensive Collection,2025-02-12,2025-04-19,,
CASE000762,CUST000595,TCS Retail Enterprises,INV0005941,2025-01-23,291298.35,99,Critical,Escalated,Sunita Mishra,REP000035,Settlement Offer,2025-02-16,2025-05-01,,
CASE000763,CUST000595,TCS Retail Enterprises,INV0005944,2025-03-18,614230.98,37,High,In Progress,Sanjay Gupta,REP000007,Standard Follow-up,2025-04-12,2025-04-24,,
CASE000764,CUST000596,Bajaj Retail Enterprises,INV0005951,2024-12-20,6364774.53,128,Critical,Pending Customer,Amit Mishra,REP000022,Legal Action Warning,2024-12-29,2025-05-02,,
CASE000765,CUST000596,Bajaj Retail Enterprises,INV0005953,2025-03-07,3773526.52,50,Critical,Open,Rakesh Gupta,REP000008,Standard Follow-up,2025-03-10,2025-04-19,,
CASE000766,CUST000597,HCL Retail Enterprises,INV0005963,2025-04-17,327866.60,10,Medium,Open,Anil Joshi,REP000045,Standard Follow-up,2025-04-17,2025-04-26,,
CASE000767,CUST000597,HCL Retail Enterprises,INV0005967,2025-02-12,349276.63,75,High,In Progress,Sanjay Gupta,REP000007,Payment Plan,2025-02-28,2025-05-07,,
CASE000768,CUST000598,Hindustan Retail Enterprises,INV0005971,2025-03-11,396722.74,48,Medium,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-04-10,2025-04-30,,
CASE000769,CUST000598,Hindustan Retail Enterprises,INV0005974,2024-12-23,240041.36,123,Critical,Pending Customer,Sunil Gupta,REP000004,Legal Action Warning,2025-04-17,2025-05-08,,
CASE000770,CUST000598,Hindustan Retail Enterprises,INV0005975,2025-01-30,374536.25,83,High,In Progress,Rajesh Joshi,REP000049,Intensive Collection,2025-02-22,2025-04-30,,
CASE000771,CUST000598,Hindustan Retail Enterprises,INV0005978,2025-01-17,60884.04,101,Critical,Escalated,Sunil Joshi,REP000044,Legal Action Warning,2025-03-08,2025-04-22,,
CASE000772,CUST000599,Indian Retail Enterprises,INV0005984,2024-11-21,40000.90,159,Critical,In Progress,Rakesh Joshi,REP000048,Legal Action Warning,2024-12-13,2025-05-02,,
CASE000773,CUST000599,Indian Retail Enterprises,INV0005985,2025-01-18,74882.08,101,Critical,In Progress,Vijay Gupta,REP000003,Legal Action Warning,2025-03-10,2025-05-08,,
CASE000774,CUST000600,Tech Retail Enterprises,INV0005991,2025-03-31,1095929.66,26,Critical,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-11,2025-05-02,,
CASE000775,CUST000602,Reliance Media Enterprises,INV0006013,2025-01-06,1086740.50,114,Critical,Pending Customer,Shalini Mishra,REP000039,Legal Action Warning,2025-03-30,2025-05-09,,
CASE000776,CUST000603,Infosys Media Enterprises,INV0006026,2025-04-17,3212596.42,9,Critical,Open,Raj Joshi,REP000041,Standard Follow-up,2025-04-17,2025-04-24,,
CASE000777,CUST000605,HDFC Media Enterprises,INV0006044,2025-03-04,179783.34,55,Medium,In Progress,Ashok Joshi,REP000050,Standard Follow-up,2025-03-07,2025-04-30,,
CASE000778,CUST000606,Wipro Media Enterprises,INV0006052,2024-12-27,417342.09,124,Critical,Escalated,Sunil Joshi,REP000044,Legal Action Warning,2025-01-08,2025-05-04,,
CASE000779,CUST000606,Wipro Media Enterprises,INV0006053,2024-12-18,409486.16,130,Critical,Pending Customer,Vijay Mishra,REP000023,Legal Action Warning,2025-02-28,2025-05-09,,
CASE000780,CUST000606,Wipro Media Enterprises,INV0006054,2024-11-19,165641.19,155,Critical,Escalated,Amit Gupta,REP000002,Settlement Offer,2025-02-08,2025-05-02,,
CASE000781,CUST000606,Wipro Media Enterprises,INV0006055,2025-02-28,474688.02,59,Medium,Open,Pooja Gupta,REP000013,Standard Follow-up,2025-04-05,2025-04-23,,
CASE000782,CUST000609,Adani Media Enterprises,INV0006083,2024-12-14,344137.68,130,Critical,Escalated,Rakesh Mishra,REP000028,Legal Action Warning,2025-04-05,2025-05-09,,
CASE000783,CUST000609,Adani Media Enterprises,INV0006086,2025-03-20,510741.04,34,High,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-15,2025-05-08,,
CASE000784,CUST000611,Godrej Media Enterprises,INV0006103,2025-03-08,62502.03,53,Medium,In Progress,Raj Joshi,REP000041,Standard Follow-up,2025-04-03,2025-04-27,,
CASE000785,CUST000611,Godrej Media Enterprises,INV0006104,2025-03-27,214165.94,35,Medium,Open,Geeta Gupta,REP000020,Standard Follow-up,2025-04-17,2025-05-03,,
CASE000786,CUST000613,ICICI Media Enterprises,INV0006123,2025-03-09,95946.22,45,Medium,Open,Anita Gupta,REP000016,Standard Follow-up,2025-03-19,2025-05-04,,
CASE000787,CUST000613,ICICI Media Enterprises,INV0006124,2025-01-31,88831.83,87,High,Pending Customer,Geeta Mishra,REP000040,Payment Plan,2025-03-03,2025-04-30,,
CASE000788,CUST000614,SBI Media Enterprises,INV0006135,2025-03-25,65245.93,30,Low,Open,Rahul Gupta,REP000006,Standard Follow-up,2025-04-03,2025-04-19,,
CASE000789,CUST000618,Hindustan Media Enterprises,INV0006171,2025-04-17,302591.91,8,Medium,In Progress,Neha Mishra,REP000032,Standard Follow-up,2025-04-17,2025-04-24,,
CASE000790,CUST000619,Indian Media Enterprises,INV0006181,2025-04-07,519978.26,24,High,Open,Sunil Mishra,REP000024,Standard Follow-up,2025-04-07,2025-05-06,,
CASE000791,CUST000623,Infosys Telecom Enterprises,INV0006221,2025-04-09,85258.06,20,Low,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-16,2025-04-29,,
CASE000792,CUST000623,Infosys Telecom Enterprises,INV0006222,2025-03-17,81218.43,40,Medium,In Progress,Rahul Gupta,REP000006,Standard Follow-up,2025-04-10,2025-04-19,,
CASE000793,CUST000623,Infosys Telecom Enterprises,INV0006224,2025-02-25,114580.63,59,Medium,In Progress,Rahul Mishra,REP000026,Standard Follow-up,2025-03-12,2025-04-24,,
CASE000794,CUST000624,Bharti Telecom Enterprises,INV0006233,2025-03-25,104658.09,33,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-15,2025-05-09,,
CASE000795,CUST000624,Bharti Telecom Enterprises,INV0006235,2025-01-20,42294.61,94,Critical,In Progress,Priya Mishra,REP000031,Settlement Offer,2025-03-05,2025-05-09,,
CASE000796,CUST000626,Wipro Telecom Enterprises,INV0006255,2025-02-22,95158.28,60,Medium,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-03-14,2025-05-06,,
CASE000797,CUST000626,Wipro Telecom Enterprises,INV0006256,2025-02-17,256206.31,68,High,Open,Meena Mishra,REP000037,Intensive Collection,2025-03-10,2025-05-05,,
CASE000798,CUST000627,Mahindra Telecom Enterprises,INV0006262,2025-01-12,16116.86,101,Critical,In Progress,Raj Joshi,REP000041,Legal Action Warning,2025-04-13,2025-04-25,,
CASE000799,CUST000629,Adani Telecom Enterprises,INV0006282,2025-03-23,347371.99,31,Medium,Open,Ashok Gupta,REP000010,Standard Follow-up,2025-04-03,2025-05-07,,
CASE000801,CUST000630,JSW Telecom Enterprises,INV0006294,2025-03-02,59613.69,61,High,Pending Customer,Priya Gupta,REP000011,Intensive Collection,2025-03-30,2025-04-19,,
