interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0004473,CUST000448,Birla Auto Enterprises,2024-10-07,Web Portal,Dispute Resolution,Customer reported incorrect billing,Company,Anil Joshi,REP000045,INV0004472,Pending,
INT0004481,CUST000449,Adani Auto Enterprises,2025-03-25,Site Visit,Payment Confirmation,Updated records with new payment details,Company,Sanjay Mishra,REP000027,INV0004481,Follow-up Required,
INT0004482,CUST000449,Adani Auto Enterprises,2025-02-21,Call,Collection Call,Customer promised payment by next week,Company,Geeta Mishra,REP000040,INV0004486,Resolved,
INT0004483,CUST000449,Adani Auto Enterprises,2025-02-11,Email,Collection Call,Customer disputed invoice amount,Company,Sunita Gupta,REP000015,INV0004485,Pending,
INT0004484,CUST000449,Adani Auto Enterprises,2025-01-15,Site Visit,Collection Call,Explained late payment fees and implications,Company,Anil Joshi,REP000045,INV0004486,Follow-up Required,
INT0004485,CUST000449,Adani Auto Enterprises,2025-04-16,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Shalini Mishra,REP000039,INV0004485,Resolved,
INT0004486,CUST000449,Adani Auto Enterprises,2024-12-14,Call,Collection Call,Discussed payment of overdue invoices,Company,Raj Mishra,REP000021,INV0004486,Pending,
INT0004487,CUST000449,Adani Auto Enterprises,2024-12-12,Video Call,Payment Confirmation,Updated records with new payment details,Company,Vijay Joshi,REP000043,INV0004482,Follow-up Required,
INT0004491,CUST000450,JSW Auto Enterprises,2024-12-02,Meeting,Payment Confirmation,Verified payment receipt for invoice,Company,Kavita Mishra,REP000038,INV0004493,Follow-up Required,
INT0004492,CUST000450,JSW Auto Enterprises,2025-01-09,Video Call,General Inquiry,Answered questions about payment methods,Company,Amit Gupta,REP000002,,Resolved,
INT0004501,CUST000451,Godrej Auto Enterprises,2025-02-04,Web Portal,General Inquiry,Explained invoice details,Customer,Rakesh Gupta,REP000008,,Follow-up Required,
INT0004502,CUST000451,Godrej Auto Enterprises,2025-02-20,Meeting,Payment Confirmation,Received confirmation of payment transfer,Company,Meena Gupta,REP000017,INV0004506,Resolved,
INT0004503,CUST000451,Godrej Auto Enterprises,2025-02-04,Call,Collection Call,Discussed payment of overdue invoices,Company,Rani Mishra,REP000034,INV0004501,Pending,
INT0004504,CUST000451,Godrej Auto Enterprises,2024-10-01,Web Portal,Collection Call,Explained late payment fees and implications,Company,Vijay Gupta,REP000003,INV0004503,Follow-up Required,
INT0004505,CUST000451,Godrej Auto Enterprises,2025-01-18,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Raj Mishra,REP000021,INV0004501,Resolved,
INT0004511,CUST000452,L&T Auto Enterprises,2025-01-14,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Mishra,REP000026,INV0004511,Follow-up Required,
INT0004512,CUST000452,L&T Auto Enterprises,2025-01-13,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Rakesh Joshi,REP000048,INV0004511,Resolved,
INT0004513,CUST000452,L&T Auto Enterprises,2025-01-05,Meeting,Payment Confirmation,Verified payment receipt for invoice,Company,Vijay Joshi,REP000043,INV0004512,Pending,
INT0004514,CUST000452,L&T Auto Enterprises,2024-11-18,Email,Dispute Resolution,Discussed quality issues with recent shipment,Customer,Anil Joshi,REP000045,INV0004511,Follow-up Required,
INT0004515,CUST000452,L&T Auto Enterprises,2025-03-04,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Gupta,REP000008,INV0004512,Resolved,
INT0004516,CUST000452,L&T Auto Enterprises,2025-01-10,Email,Account Review,Addressed concerns about recent shipments,Company,Anita Mishra,REP000036,,Pending,
INT0004517,CUST000452,L&T Auto Enterprises,2025-04-06,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Joshi,REP000044,INV0004513,Follow-up Required,
INT0004518,CUST000452,L&T Auto Enterprises,2024-12-13,Video Call,Payment Confirmation,Updated records with new payment details,Customer,Sanjay Mishra,REP000027,INV0004511,Resolved,
INT0004521,CUST000453,ICICI Auto Enterprises,2024-10-08,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Mishra,REP000029,INV0004525,Follow-up Required,
INT0004522,CUST000453,ICICI Auto Enterprises,2024-12-09,Call,Collection Call,Left voicemail regarding overdue payment,Company,Anil Joshi,REP000045,INV0004525,Resolved,
INT0004523,CUST000453,ICICI Auto Enterprises,2025-04-10,Site Visit,Collection Call,Customer promised payment by next week,Company,Neha Mishra,REP000032,INV0004525,Pending,
INT0004524,CUST000453,ICICI Auto Enterprises,2025-01-07,Site Visit,Collection Call,Customer promised payment by next week,Company,Rakesh Mishra,REP000028,INV0004525,Follow-up Required,
INT0004525,CUST000453,ICICI Auto Enterprises,2024-11-24,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Rakesh Mishra,REP000028,INV0004525,Resolved,
INT0004531,CUST000454,SBI Auto Enterprises,2024-11-17,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Vijay Gupta,REP000003,INV0004534,Follow-up Required,
INT0004532,CUST000454,SBI Auto Enterprises,2024-12-04,Call,Collection Call,Customer promised payment by next week,Company,Rakesh Mishra,REP000028,INV0004533,Resolved,
INT0004533,CUST000454,SBI Auto Enterprises,2024-11-06,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Pooja Mishra,REP000033,INV0004534,Pending,
INT0004534,CUST000454,SBI Auto Enterprises,2024-12-19,Chat,Account Review,Quarterly account review meeting,Company,Kavita Gupta,REP000018,,Follow-up Required,
INT0004535,CUST000454,SBI Auto Enterprises,2024-11-23,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Sanjay Joshi,REP000047,INV0004534,Resolved,
INT0004536,CUST000454,SBI Auto Enterprises,2024-11-22,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Mishra,REP000028,INV0004533,Pending,
INT0004541,CUST000455,TCS Auto Enterprises,2024-10-13,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Mishra,REP000028,INV0004545,Follow-up Required,
INT0004542,CUST000455,TCS Auto Enterprises,2024-11-03,Meeting,Account Review,Negotiated new payment terms,Company,Sunil Joshi,REP000044,,Resolved,
INT0004543,CUST000455,TCS Auto Enterprises,2024-12-11,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Geeta Mishra,REP000040,INV0004545,Pending,
INT0004551,CUST000456,Bajaj Auto Enterprises,2025-02-24,Email,Collection Call,Customer disputed invoice amount,Company,Amit Joshi,REP000042,INV0004553,Follow-up Required,
INT0004552,CUST000456,Bajaj Auto Enterprises,2025-02-21,Email,Collection Call,Customer promised payment by next week,Company,Sanjay Mishra,REP000027,INV0004553,Resolved,
INT0004553,CUST000456,Bajaj Auto Enterprises,2024-11-15,Chat,Dispute Resolution,Resolved shipping discrepancy,Customer,Priya Mishra,REP000031,INV0004554,Pending,
INT0004561,CUST000457,HCL Auto Enterprises,2025-03-01,Web Portal,Collection Call,Customer promised payment by next week,Company,Anita Mishra,REP000036,INV0004568,Follow-up Required,
INT0004562,CUST000457,HCL Auto Enterprises,2025-02-27,Call,Collection Call,Customer disputed invoice amount,Company,Rakesh Gupta,REP000008,INV0004565,Resolved,
INT0004563,CUST000457,HCL Auto Enterprises,2025-02-02,Meeting,Account Review,Discussed upcoming orders and payment terms,Company,Rahul Joshi,REP000046,,Pending,
INT0004564,CUST000457,HCL Auto Enterprises,2025-04-09,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Mishra,REP000029,INV0004561,Follow-up Required,
INT0004565,CUST000457,HCL Auto Enterprises,2024-12-15,Web Portal,Payment Confirmation,Verified payment receipt for invoice,Company,Sunil Gupta,REP000004,INV0004567,Resolved,
INT0004566,CUST000457,HCL Auto Enterprises,2024-10-04,Call,Account Review,Addressed concerns about recent shipments,Company,Rahul Joshi,REP000046,,Pending,
INT0004567,CUST000457,HCL Auto Enterprises,2024-11-14,Call,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0004568,Follow-up Required,
INT0004568,CUST000457,HCL Auto Enterprises,2025-02-26,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Priya Gupta,REP000011,,Resolved,
INT0004569,CUST000457,HCL Auto Enterprises,2024-12-14,Video Call,General Inquiry,Answered questions about payment methods,Company,Ashok Joshi,REP000050,,Pending,
INT0004570,CUST000457,HCL Auto Enterprises,2024-12-23,Chat,Dispute Resolution,Customer reported incorrect billing,Company,Sunita Gupta,REP000015,INV0004563,Follow-up Required,
INT0004571,CUST000457,HCL Auto Enterprises,2024-12-12,Site Visit,Account Review,Updated customer contact information,Company,Shalini Gupta,REP000019,,Resolved,
INT0004571,CUST000458,Hindustan Auto Enterprises,2024-12-02,Video Call,Account Review,Negotiated new payment terms,Company,Anita Gupta,REP000016,,Follow-up Required,
INT0004572,CUST000458,Hindustan Auto Enterprises,2025-03-13,Email,Account Review,Reviewed credit limit and payment history,Company,Rakesh Joshi,REP000048,,Resolved,
INT0004573,CUST000458,Hindustan Auto Enterprises,2025-04-04,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Gupta,REP000008,INV0004573,Pending,
INT0004574,CUST000458,Hindustan Auto Enterprises,2025-03-20,Meeting,Payment Confirmation,Received confirmation of payment transfer,Company,Amit Mishra,REP000022,INV0004574,Follow-up Required,
INT0004581,CUST000459,Indian Auto Enterprises,2024-11-23,Web Portal,Dispute Resolution,Discussed quality issues with recent shipment,Company,Vijay Joshi,REP000043,INV0004586,Follow-up Required,
INT0004582,CUST000459,Indian Auto Enterprises,2025-01-08,Web Portal,Payment Confirmation,Resolved payment allocation discrepancy,Customer,Anil Joshi,REP000045,INV0004585,Resolved,
INT0004591,CUST000460,Tech Auto Enterprises,2024-11-07,Video Call,Collection Call,Explained late payment fees and implications,Company,Rakesh Joshi,REP000048,INV0004594,Follow-up Required,
INT0004592,CUST000460,Tech Auto Enterprises,2024-11-14,Web Portal,Collection Call,Customer promised payment by next week,Company,Ashok Joshi,REP000050,INV0004592,Resolved,
INT0004593,CUST000460,Tech Auto Enterprises,2024-11-28,Email,Dispute Resolution,Customer reported incorrect billing,Company,Rani Mishra,REP000034,INV0004592,Pending,
INT0004594,CUST000460,Tech Auto Enterprises,2024-11-30,Call,Collection Call,Customer disputed invoice amount,Company,Priya Gupta,REP000011,INV0004591,Follow-up Required,
INT0004595,CUST000460,Tech Auto Enterprises,2025-04-10,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Ashok Mishra,REP000030,INV0004591,Resolved,
INT0004596,CUST000460,Tech Auto Enterprises,2025-01-19,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Joshi,REP000049,INV0004594,Pending,
INT0004597,CUST000460,Tech Auto Enterprises,2024-10-29,Call,Dispute Resolution,Created credit note for billing error,Company,Anita Gupta,REP000016,INV0004592,Follow-up Required,
INT0004598,CUST000460,Tech Auto Enterprises,2025-03-02,Call,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Joshi,REP000046,INV0004594,Resolved,
INT0004601,CUST000461,Tata Fin Enterprises,2025-02-06,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Amit Gupta,REP000002,INV0004602,Follow-up Required,
INT0004602,CUST000461,Tata Fin Enterprises,2025-03-06,Email,General Inquiry,Shared payment history report,Company,Sanjay Gupta,REP000007,,Resolved,
INT0004603,CUST000461,Tata Fin Enterprises,2025-01-04,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Raj Mishra,REP000021,INV0004602,Pending,
INT0004604,CUST000461,Tata Fin Enterprises,2025-01-20,Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Gupta,REP000001,INV0004602,Follow-up Required,
INT0004605,CUST000461,Tata Fin Enterprises,2024-10-08,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Mishra,REP000029,INV0004602,Resolved,
INT0004611,CUST000462,Reliance Fin Enterprises,2024-11-26,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Amit Mishra,REP000022,INV0004613,Follow-up Required,
INT0004612,CUST000462,Reliance Fin Enterprises,2024-12-01,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Gupta,REP000009,INV0004612,Resolved,
INT0004613,CUST000462,Reliance Fin Enterprises,2025-03-10,Site Visit,Account Review,Addressed concerns about recent shipments,Company,Kavita Mishra,REP000038,,Pending,
INT0004614,CUST000462,Reliance Fin Enterprises,2024-11-03,Web Portal,Account Review,Reviewed credit limit and payment history,Company,Pooja Mishra,REP000033,,Follow-up Required,
INT0004615,CUST000462,Reliance Fin Enterprises,2025-03-01,Call,Payment Confirmation,Verified payment receipt for invoice,Customer,Sunil Gupta,REP000004,INV0004612,Resolved,
INT0004616,CUST000462,Reliance Fin Enterprises,2025-03-01,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Priya Mishra,REP000031,INV0004615,Pending,
INT0004617,CUST000462,Reliance Fin Enterprises,2025-02-20,Chat,Account Review,Discussed upcoming orders and payment terms,Company,Kavita Gupta,REP000018,,Follow-up Required,
INT0004621,CUST000463,Infosys Fin Enterprises,2025-02-18,Video Call,Collection Call,Customer promised payment by next week,Company,Amit Gupta,REP000002,INV0004623,Follow-up Required,
INT0004622,CUST000463,Infosys Fin Enterprises,2024-10-22,Email,Collection Call,Left voicemail regarding overdue payment,Company,Neha Gupta,REP000012,INV0004623,Resolved,
INT0004623,CUST000463,Infosys Fin Enterprises,2025-03-19,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Raj Gupta,REP000001,INV0004623,Pending,
INT0004631,CUST000464,Bharti Fin Enterprises,2025-01-05,Call,Dispute Resolution,Processing refund for returned items,Company,Geeta Mishra,REP000040,INV0004631,Follow-up Required,
INT0004632,CUST000464,Bharti Fin Enterprises,2025-03-30,Chat,Collection Call,Discussed payment of overdue invoices,Company,Sunita Gupta,REP000015,INV0004633,Resolved,
INT0004633,CUST000464,Bharti Fin Enterprises,2025-02-21,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Mishra,REP000030,INV0004634,Pending,
INT0004634,CUST000464,Bharti Fin Enterprises,2025-01-16,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Anita Mishra,REP000036,INV0004634,Follow-up Required,
INT0004635,CUST000464,Bharti Fin Enterprises,2024-10-15,Web Portal,Collection Call,Customer disputed invoice amount,Company,Priya Mishra,REP000031,INV0004633,Resolved,
INT0004636,CUST000464,Bharti Fin Enterprises,2025-02-08,Email,Collection Call,Customer disputed invoice amount,Company,Pooja Mishra,REP000033,INV0004633,Pending,
INT0004637,CUST000464,Bharti Fin Enterprises,2025-03-29,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Rahul Joshi,REP000046,INV0004633,Follow-up Required,
INT0004641,CUST000465,HDFC Fin Enterprises,2025-03-02,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Meena Gupta,REP000017,INV0004642,Follow-up Required,
INT0004642,CUST000465,HDFC Fin Enterprises,2024-11-04,Web Portal,Collection Call,Customer disputed invoice amount,Company,Neha Gupta,REP000012,INV0004642,Resolved,
INT0004643,CUST000465,HDFC Fin Enterprises,2025-01-16,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Neha Mishra,REP000032,INV0004642,Pending,
INT0004651,CUST000466,Wipro Fin Enterprises,2025-03-14,Chat,Account Review,Quarterly account review meeting,Company,Sunita Mishra,REP000035,,Follow-up Required,
INT0004652,CUST000466,Wipro Fin Enterprises,2024-11-26,Site Visit,Account Review,Discussed upcoming orders and payment terms,Company,Raj Joshi,REP000041,,Resolved,
INT0004661,CUST000467,Mahindra Fin Enterprises,2025-01-05,Email,Collection Call,Escalated to manager due to payment delays,Company,Raj Mishra,REP000021,INV0004661,Follow-up Required,
INT0004662,CUST000467,Mahindra Fin Enterprises,2024-10-04,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Mishra,REP000026,INV0004661,Resolved,
INT0004663,CUST000467,Mahindra Fin Enterprises,2025-01-03,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Neha Gupta,REP000012,INV0004661,Pending,
INT0004664,CUST000467,Mahindra Fin Enterprises,2024-12-17,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Pooja Gupta,REP000013,INV0004661,Follow-up Required,
INT0004671,CUST000468,Birla Fin Enterprises,2024-12-08,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Amit Gupta,REP000002,INV0004673,Follow-up Required,
INT0004672,CUST000468,Birla Fin Enterprises,2025-03-27,Chat,Collection Call,Discussed payment of overdue invoices,Company,Anil Joshi,REP000045,INV0004671,Resolved,
INT0004673,CUST000468,Birla Fin Enterprises,2025-04-17,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rahul Joshi,REP000046,INV0004671,Pending,
INT0004674,CUST000468,Birla Fin Enterprises,2024-11-12,Web Portal,Collection Call,Customer disputed invoice amount,Company,Rajesh Mishra,REP000029,INV0004673,Follow-up Required,
INT0004675,CUST000468,Birla Fin Enterprises,2025-01-26,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Geeta Mishra,REP000040,INV0004671,Resolved,
INT0004676,CUST000468,Birla Fin Enterprises,2024-12-10,Video Call,Account Review,Addressed concerns about recent shipments,Company,Amit Gupta,REP000002,,Pending,
INT0004681,CUST000469,Adani Fin Enterprises,2024-12-09,Web Portal,Dispute Resolution,Customer reported incorrect billing,Customer,Anil Gupta,REP000005,INV0004683,Follow-up Required,
INT0004691,CUST000470,JSW Fin Enterprises,2024-10-26,Email,Collection Call,Discussed payment of overdue invoices,Company,Kavita Mishra,REP000038,INV0004694,Follow-up Required,
INT0004692,CUST000470,JSW Fin Enterprises,2024-12-04,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Joshi,REP000041,INV0004695,Resolved,
INT0004693,CUST000470,JSW Fin Enterprises,2024-11-28,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Ashok Joshi,REP000050,INV0004694,Pending,
INT0004694,CUST000470,JSW Fin Enterprises,2025-03-01,Chat,Collection Call,Explained late payment fees and implications,Company,Kavita Mishra,REP000038,INV0004695,Follow-up Required,
INT0004695,CUST000470,JSW Fin Enterprises,2025-01-10,Chat,Collection Call,Customer promised payment by next week,Company,Geeta Gupta,REP000020,INV0004694,Resolved,
INT0004696,CUST000470,JSW Fin Enterprises,2024-12-12,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0004694,Pending,
INT0004701,CUST000471,Godrej Fin Enterprises,2025-03-13,Call,Collection Call,Explained late payment fees and implications,Company,Rajesh Joshi,REP000049,INV0004705,Follow-up Required,
INT0004702,CUST000471,Godrej Fin Enterprises,2025-01-22,Chat,Collection Call,Discussed payment of overdue invoices,Company,Anil Mishra,REP000025,INV0004705,Resolved,
INT0004703,CUST000471,Godrej Fin Enterprises,2024-11-13,Site Visit,Collection Call,Customer disputed invoice amount,Company,Amit Gupta,REP000002,INV0004705,Pending,
INT0004704,CUST000471,Godrej Fin Enterprises,2024-10-21,Call,Collection Call,Customer promised payment by next week,Company,Geeta Mishra,REP000040,INV0004705,Follow-up Required,
INT0004705,CUST000471,Godrej Fin Enterprises,2024-11-30,Site Visit,Collection Call,Customer disputed invoice amount,Company,Sunil Joshi,REP000044,INV0004705,Resolved,
INT0004711,CUST000472,L&T Fin Enterprises,2025-01-01,Site Visit,Collection Call,Explained late payment fees and implications,Company,Raj Gupta,REP000001,INV0004714,Follow-up Required,
INT0004712,CUST000472,L&T Fin Enterprises,2024-12-15,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Rajesh Gupta,REP000009,INV0004714,Resolved,
INT0004713,CUST000472,L&T Fin Enterprises,2024-12-24,Call,General Inquiry,Shared payment history report,Company,Rakesh Mishra,REP000028,,Pending,
INT0004721,CUST000473,ICICI Fin Enterprises,2024-10-20,Call,Account Review,Negotiated new payment terms,Company,Raj Gupta,REP000001,,Follow-up Required,
INT0004722,CUST000473,ICICI Fin Enterprises,2024-12-18,Chat,Payment Confirmation,Verified payment receipt for invoice,Customer,Rakesh Joshi,REP000048,INV0004721,Resolved,
INT0004723,CUST000473,ICICI Fin Enterprises,2025-02-05,Site Visit,General Inquiry,Shared payment history report,Customer,Sunita Mishra,REP000035,,Pending,
INT0004724,CUST000473,ICICI Fin Enterprises,2025-01-31,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Rajesh Mishra,REP000029,INV0004723,Follow-up Required,
INT0004731,CUST000474,SBI Fin Enterprises,2024-10-15,Email,Collection Call,Discussed payment of overdue invoices,Company,Rahul Gupta,REP000006,INV0004734,Follow-up Required,
INT0004732,CUST000474,SBI Fin Enterprises,2024-11-14,Meeting,Dispute Resolution,Resolved shipping discrepancy,Customer,Rahul Joshi,REP000046,INV0004734,Resolved,
INT0004733,CUST000474,SBI Fin Enterprises,2024-12-18,Web Portal,Collection Call,Escalated to manager due to payment delays,Company,Ashok Mishra,REP000030,INV0004733,Pending,
INT0004734,CUST000474,SBI Fin Enterprises,2025-02-28,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Gupta,REP000008,INV0004733,Follow-up Required,
INT0004735,CUST000474,SBI Fin Enterprises,2024-11-21,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Sunil Gupta,REP000004,INV0004736,Resolved,
INT0004736,CUST000474,SBI Fin Enterprises,2024-12-10,Chat,Account Review,Quarterly account review meeting,Company,Rani Mishra,REP000034,,Pending,
INT0004737,CUST000474,SBI Fin Enterprises,2025-01-27,Email,Collection Call,Customer promised payment by next week,Company,Pooja Mishra,REP000033,INV0004736,Follow-up Required,
INT0004738,CUST000474,SBI Fin Enterprises,2024-11-26,Email,Collection Call,Customer promised payment by next week,Company,Geeta Gupta,REP000020,INV0004733,Resolved,
INT0004739,CUST000474,SBI Fin Enterprises,2025-03-29,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Mishra,REP000026,INV0004736,Pending,
INT0004741,CUST000475,TCS Fin Enterprises,2024-11-05,Email,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Gupta,REP000010,INV0004746,Follow-up Required,
INT0004742,CUST000475,TCS Fin Enterprises,2024-12-06,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Anita Gupta,REP000016,INV0004746,Resolved,
INT0004743,CUST000475,TCS Fin Enterprises,2024-11-19,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Priya Gupta,REP000011,INV0004746,Pending,
INT0004744,CUST000475,TCS Fin Enterprises,2025-03-06,Web Portal,Dispute Resolution,Processing refund for returned items,Customer,Amit Gupta,REP000002,INV0004742,Follow-up Required,
INT0004751,CUST000476,Bajaj Fin Enterprises,2024-11-10,Site Visit,Collection Call,Explained late payment fees and implications,Company,Amit Mishra,REP000022,INV0004757,Follow-up Required,
INT0004752,CUST000476,Bajaj Fin Enterprises,2024-10-13,Meeting,Collection Call,Explained late payment fees and implications,Company,Priya Gupta,REP000011,INV0004753,Resolved,
INT0004753,CUST000476,Bajaj Fin Enterprises,2025-03-23,Meeting,Payment Confirmation,Resolved payment allocation discrepancy,Company,Neha Gupta,REP000012,INV0004758,Pending,
INT0004754,CUST000476,Bajaj Fin Enterprises,2024-12-27,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Ashok Mishra,REP000030,INV0004757,Follow-up Required,
INT0004755,CUST000476,Bajaj Fin Enterprises,2025-04-08,Web Portal,Account Review,Updated customer contact information,Company,Sunil Mishra,REP000024,,Resolved,
INT0004756,CUST000476,Bajaj Fin Enterprises,2025-01-28,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Joshi,REP000046,INV0004753,Pending,
INT0004757,CUST000476,Bajaj Fin Enterprises,2024-10-09,Web Portal,Collection Call,Customer disputed invoice amount,Company,Geeta Gupta,REP000020,INV0004753,Follow-up Required,
INT0004761,CUST000477,HCL Fin Enterprises,2025-04-16,Chat,Account Review,Quarterly account review meeting,Company,Priya Mishra,REP000031,,Follow-up Required,
INT0004762,CUST000477,HCL Fin Enterprises,2024-11-22,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Gupta,REP000003,INV0004762,Resolved,
INT0004763,CUST000477,HCL Fin Enterprises,2025-01-08,Meeting,Dispute Resolution,Processing refund for returned items,Company,Kavita Mishra,REP000038,INV0004763,Pending,
INT0004764,CUST000477,HCL Fin Enterprises,2025-04-04,Call,Collection Call,Customer promised payment by next week,Company,Ashok Gupta,REP000010,INV0004762,Follow-up Required,
INT0004771,CUST000478,Hindustan Fin Enterprises,2025-01-20,Web Portal,Collection Call,Explained late payment fees and implications,Company,Rakesh Mishra,REP000028,INV0004775,Follow-up Required,
INT0004772,CUST000478,Hindustan Fin Enterprises,2024-11-25,Video Call,Collection Call,Customer disputed invoice amount,Company,Ashok Mishra,REP000030,INV0004771,Resolved,
INT0004773,CUST000478,Hindustan Fin Enterprises,2025-01-12,Site Visit,Collection Call,Escalated to manager due to payment delays,Company,Kavita Gupta,REP000018,INV0004771,Pending,
INT0004774,CUST000478,Hindustan Fin Enterprises,2025-01-25,Email,Collection Call,Customer promised payment by next week,Company,Anil Joshi,REP000045,INV0004775,Follow-up Required,
INT0004775,CUST000478,Hindustan Fin Enterprises,2025-02-12,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Raj Gupta,REP000001,INV0004775,Resolved,
INT0004776,CUST000478,Hindustan Fin Enterprises,2024-12-10,Web Portal,Collection Call,Customer disputed invoice amount,Company,Pooja Mishra,REP000033,INV0004771,Pending,
INT0004777,CUST000478,Hindustan Fin Enterprises,2025-02-13,Video Call,Collection Call,Customer disputed invoice amount,Company,Rajesh Gupta,REP000009,INV0004771,Follow-up Required,
INT0004781,CUST000479,Indian Fin Enterprises,2024-11-06,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Mishra,REP000024,INV0004784,Follow-up Required,
INT0004782,CUST000479,Indian Fin Enterprises,2025-04-04,Email,Collection Call,Customer disputed invoice amount,Company,Pooja Gupta,REP000013,INV0004784,Resolved,
INT0004783,CUST000479,Indian Fin Enterprises,2025-03-29,Meeting,Dispute Resolution,Created credit note for billing error,Company,Anita Mishra,REP000036,INV0004784,Pending,
INT0004784,CUST000479,Indian Fin Enterprises,2024-11-22,Email,Account Review,Quarterly account review meeting,Company,Ashok Joshi,REP000050,,Follow-up Required,
INT0004785,CUST000479,Indian Fin Enterprises,2025-02-24,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Priya Gupta,REP000011,INV0004781,Resolved,
INT0004786,CUST000479,Indian Fin Enterprises,2024-11-28,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Geeta Gupta,REP000020,INV0004784,Pending,
INT0004787,CUST000479,Indian Fin Enterprises,2025-03-30,Site Visit,Collection Call,Discussed payment of overdue invoices,Company,Rahul Joshi,REP000046,INV0004784,Follow-up Required,
INT0004791,CUST000480,Tech Fin Enterprises,2024-10-19,Email,General Inquiry,Addressed questions about online portal access,Company,Priya Gupta,REP000011,,Follow-up Required,
INT0004792,CUST000480,Tech Fin Enterprises,2024-10-30,Email,General Inquiry,Answered questions about payment methods,Company,Shalini Mishra,REP000039,,Resolved,
INT0004801,CUST000481,Tata Power Enterprises,2025-02-12,Email,Collection Call,Customer disputed invoice amount,Company,Shalini Gupta,REP000019,INV0004803,Follow-up Required,
INT0004802,CUST000481,Tata Power Enterprises,2024-10-05,Web Portal,Account Review,Quarterly account review meeting,Company,Anil Joshi,REP000045,,Resolved,
INT0004803,CUST000481,Tata Power Enterprises,2024-12-20,Meeting,Collection Call,Explained late payment fees and implications,Company,Kavita Mishra,REP000038,INV0004803,Pending,
